"sdminimotocookingDALYs","sdminimotowaterheating","sdminimotowatercooking","sdsmokeycooking","sdsmokeywaterheating","sdsmokeywatercooking","sdimprovedcooking","sdimprovedwaterheating","sdimprovedwatercooking","sdLPGcooking","sdLPGwaterheating","sdLPGwatercooking","sdcharcoalcooking","sdcharcoalwaterheating","sdcharcoalwatercooking","sdCleancooking","sdCleanwaterheating","sdCleanwatercooking"
14.7746525278774,7.09048307035383,20.4472185163305,3769.58756833613,1903.16061540179,5356.01050332691,1396.60828202879,738.368287630964,2011.4820519099,4.04107596328601,1.8693803401631,5.56532787287917,63.9198452640927,31.3361507903572,89.2097565261563,0,0,0
