"avgminimotocooking","avgminimotowaterheating","avgminimotowatercooking","avgsmokeycooking","avgsmokeywaterheating","avgsmokeywatercooking","avgimprovedcooking","avgimprovedwaterheating","avgimprovedwatercooking","avgLPGcooking","avgLPGwaterheating","avgLPGwatercooking","avgcharcoalcooking","avgcharcoalwaterheating","avgcharcoalwatercooking","avgCleancooking","avgCleanwaterheating","avgCleanwatercooking"
25.4197522763153,19.1227261189032,32.4489378326055,3365.25089296069,1804.17185357441,5157.32928539448,1271.4643359794,707.092283397172,1966.46324840748,14.418816605509,13.2907952866748,15.6160736337443,69.9116903277633,43.5479113267684,101.366061091919,12,12,12
