"meanlabboilingdiff","meangoodboilingdiff","meanineffectiveboilingdiff","meanmoderateboilingdiff","meanworseboilingdiff","meanbadzeroboilingdiff","meannegativeboilingdiff"
-1199.7,-1011.23,-880.11,-967.53,-336.01,-35.58,153.04
