"meanminimotowaterheatingDALYsdiff","meanminimotowatercookingDALYsdiff","meansmokeywaterheatingDALYsdiff","meansmokeywatercookingDALYsdiff","meanimprovedwaterheatingDALYsdiff","meanimprovedwatercookingDALYsdiff","meancharcoalwaterheatingDALYsdiff","meancharcoalwatercookingDALYsdiff","meanLPGwaterheatingDALYsdiff","meanLPGwatercookingDALYsdiff","meanCleanwaterheatingDALYsdiff","meanCleanwatercookingDALYsdiff"
-1,1,0,0,-1,1,3,2,0,0,0,0
