"meanminimotowaterheatingDALYsdiff","meanminimotowatercookingDALYsdiff","meansmokeywaterheatingDALYsdiff","meansmokeywatercookingDALYsdiff","meanimprovedwaterheatingDALYsdiff","meanimprovedwatercookingDALYsdiff","meancharcoalwaterheatingDALYsdiff","meancharcoalwatercookingDALYsdiff","meanLPGwaterheatingDALYsdiff","meanLPGwatercookingDALYsdiff","meanCleanwaterheatingDALYsdiff","meanCleanwatercookingDALYsdiff"
-30,28,-40,28,-39,33,127,51,-5,7,0,0
