"meanminimotocookingDALYs","meanminimotowaterheatingDALYs","meanminimotowatercookingDALYs","meansmokeycookingDALYs","meansmokeywaterheatingDALYs","meansmokeywatercookingDALYs","meanimprovedcookingDALYs","meanimprovedwaterheatingDALYs","meanimprovedwatercookingDALYs","meancharcoalcookingDALYs","meancharcoalwaterheatingDALYs","meancharcoalwatercookingDALYs","meanLPGcookingDALYs","meanLPGwaterheatingDALYs","meanLPGwatercookingDALYs","meanCleancookingDALYs","meanCleanwaterheatingDALYs","meanCleanwatercookingDALYs"
1,0,1,12,12,12,11,10,12,3,2,5,0,0,0,0,0,0
