"meanminimotocookingDALYs","meanminimotowaterheatingDALYs","meanminimotowatercookingDALYs","meansmokeycookingDALYs","meansmokeywaterheatingDALYs","meansmokeywatercookingDALYs","meanimprovedcookingDALYs","meanimprovedwaterheatingDALYs","meanimprovedwatercookingDALYs","meancharcoalcookingDALYs","meancharcoalwaterheatingDALYs","meancharcoalwatercookingDALYs","meanLPGcookingDALYs","meanLPGwaterheatingDALYs","meanLPGwatercookingDALYs","meanCleancookingDALYs","meanCleanwaterheatingDALYs","meanCleanwatercookingDALYs"
64,35,93,517,479,547,452,413,487,179,127,229,9,3,15,0,0,0
