"sdminimotowaterheatingDALYsdiff","sdminimotowatercookingDALYsdiff","sdsmokeywaterheatingDALYsdiff","sdsmokeywatercookingDALYsdiff","sdimprovedwaterheatingDALYsdiff","sdimprovedwatercookingDALYsdiff","sdcharcoalwaterheatingDALYsdiff","sdcharcoalwatercookingDALYsdiff","sdLPGwaterheatingDALYsdiff","sdLPGwatercookingDALYsdiff","sdCleanwaterheatingDALYsdiff","sdCleanwatercookingDALYsdiff"
40.14,33.86,77.99,60.89,90.56,73.95,77.52,71.89,13.99,14.91,0,0
