"sdminimotocookingDALYs","sdminimotowaterheatingDALYs","sdminimotowatercookingDALYs","sdsmokeycookingDALYs","sdsmokeywaterheatingDALYs","sdsmokeywatercookingDALYs","sdimprovedcookingDALYs","sdimprovedwaterheatingDALYs","sdimprovedwatercookingDALYs","sdcharcoalcookingDALYs","sdcharcoalwaterheatingDALYs","sdcharcoalwatercookingDALYs","sdLPGcookingDALYs","sdLPGwaterheatingDALYs","sdLPGwatercookingDALYs","sdCleancookingDALYs","sdCleanwaterheatingDALYs","sdCleanwatercookingDALYs"
54.63,36.14,63.06,71.93,77.33,62.47,81.8,84.55,71.68,95.04,77.52,100.6,17.66,9.08,25.34,0,0,0
