"avgminimotocooking","avgminimotowaterheating","avgminimotowatercooking","avgsmokeycooking","avgsmokeywaterheating","avgsmokeywatercooking","avgimprovedcooking","avgimprovedwaterheating","avgimprovedwatercooking","avgLPGcooking","avgLPGwaterheating","avgLPGwatercooking","avgcharcoalcooking","avgcharcoalwaterheating","avgcharcoalwatercooking","avgCleancooking","avgCleanwaterheating","avgCleanwatercooking"
25.1438541679348,19.0631109877799,32.1163418809019,3279.76496404286,1787.98944682566,5055.66385700921,1243.16631427022,698.627298253942,1929.70316882529,14.4531529991339,13.3379229427857,15.7004526671948,68.7255805354526,43.2807507451217,99.9157080057608,12,12,12
