"meanlabboilingdiff","meangoodboilingdiff","meanineffectiveboilingdiff","meanmoderateboilingdiff","meanworseboilingdiff","meanbadzeroboilingdiff","meannegativeboilingdiff"
-166.82,-143.89,-126.88,-138.18,-52.11,-5.72,25.07
