"sdlabboilingdiff","sdgoodboilingdiff","sdineffectiveboilingdiff","sdmoderateboilingdiff","sdworseboilingdiff","sdbadzeroboilingdiff","sdnegativeboilingdiff"
88.14,82.79,76.92,81.02,36.25,4,17.43
