"sdminimotowaterheatingDALYsdiff","sdminimotowatercookingDALYsdiff","sdsmokeywaterheatingDALYsdiff","sdsmokeywatercookingDALYsdiff","sdimprovedwaterheatingDALYsdiff","sdimprovedwatercookingDALYsdiff","sdcharcoalwaterheatingDALYsdiff","sdcharcoalwatercookingDALYsdiff","sdLPGwaterheatingDALYsdiff","sdLPGwatercookingDALYsdiff","sdCleanwaterheatingDALYsdiff","sdCleanwatercookingDALYsdiff"
1.38,1.17,4.79,4.89,5.12,4.94,2.9,2.93,0.57,0.52,0.24,0.23
