"sdminimotocookingDALYs","sdminimotowaterheatingDALYs","sdminimotowatercookingDALYs","sdsmokeycookingDALYs","sdsmokeywaterheatingDALYs","sdsmokeywatercookingDALYs","sdimprovedcookingDALYs","sdimprovedwaterheatingDALYs","sdimprovedwatercookingDALYs","sdcharcoalcookingDALYs","sdcharcoalwaterheatingDALYs","sdcharcoalwatercookingDALYs","sdLPGcookingDALYs","sdLPGwaterheatingDALYs","sdLPGwatercookingDALYs","sdCleancookingDALYs","sdCleanwaterheatingDALYs","sdCleanwatercookingDALYs"
0.95,0.52,1.23,2.04,2.11,2.05,2.26,2.54,2.07,2.42,1.68,2.71,0.3,0.17,0.4,0.09,0.09,0.09
