"sdminimotocookingDALYs","sdminimotowaterheating","sdminimotowatercooking","sdsmokeycooking","sdsmokeywaterheating","sdsmokeywatercooking","sdimprovedcooking","sdimprovedwaterheating","sdimprovedwatercooking","sdLPGcooking","sdLPGwaterheating","sdLPGwatercooking","sdcharcoalcooking","sdcharcoalwaterheating","sdcharcoalwatercooking","sdCleancooking","sdCleanwaterheating","sdCleanwatercooking"
14.4498542118557,6.66510482364446,19.5783466985566,3744.57304585914,1773.3663859111,5173.9682620064,1366.50301337993,678.661773660744,1913.00125065051,3.73282007371596,1.70265146646693,5.11128899954003,62.6044097318243,29.4781011514812,85.5437556620178,0,0,0
