"ecolilevel","sdnoboiling","sdlabboiling","sdgoodboiling","sdineffectiveboiling","sdmoderateboiling","sdworseboiling","sdbadzeroboiling","sdnegativeboiling"
203.956619776087,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
447.507950562984,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
777.447527518729,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
346.528287237743,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
187.62512683263,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
753.209230855806,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
132.878758667735,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
748.346813033335,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
429.70345447422,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
322.85861816071,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
575.607391593512,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
388.141755136428,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
491.405137607595,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
985.47365921759,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
331.123987254454,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
311.207573379157,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
590.568491877057,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
486.498796968954,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
320.564578541787,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
357.578405911801,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
504.875902228756,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
127.47492689779,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
659.385574317304,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
258.860275625018,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
877.136196501087,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
614.446486271918,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
117.539698951878,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
554.64521318581,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
633.238025105558,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
326.275442394894,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
163.064821825596,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
977.646314307116,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
487.259562097955,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
239.820728536928,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
902.885821421165,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
405.401802632492,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
957.181103534531,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
190.082471725298,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
361.032411980676,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
525.439336877549,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
843.921667088754,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
281.294777323725,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
138.457626547199,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
783.006349743344,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
942.245781408856,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
743.374608578626,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
979.872452012263,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
750.769870914286,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
369.160690379795,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
729.703221213073,838.57,72.49,349.94,456.72,389.64,724.81,827.07,887.22
