sim,funct,cause,age,alpha,beta,delta,zcf,aic,bic
207,power2,ALRI,All Age,3.037701766,0.001000666,1.477863802,6.823377054,-13775.73361,-13766.62694
208,power2,ALRI,All Age,3.28721821,0.005372273,0.847489361,8.016994398,-13899.23487,-13890.12821
209,power2,ALRI,All Age,1.725019753,0.005464676,0.945440447,5.82855092,-13857.64918,-13848.54252
210,power2,ALRI,All Age,2.9869808,0.002475568,1.166014493,8.189731683,-13925.58122,-13916.47455
211,power2,ALRI,All Age,4.492421847,0.006584023,0.626093994,7.378789653,-13942.40357,-13933.29691
212,power2,ALRI,All Age,2.990913458,0.00577257,0.80037854,7.466819879,-13889.44106,-13880.3344
213,power2,ALRI,All Age,1.913364626,0.001089987,1.408793748,8.599684996,-13840.34475,-13831.23809
214,power2,ALRI,All Age,3.379623362,0.001710383,1.203441196,8.707953368,-14060.03714,-14050.93048
215,power2,ALRI,All Age,1.794101181,0.005427509,1.048055709,6.731581774,-13960.74464,-13951.63797
216,power2,ALRI,All Age,3.066632981,0.003695916,1.051157683,6.941012413,-14033.06975,-14023.96309
217,power2,ALRI,All Age,1.551047467,0.00787617,0.939545855,6.620638067,-13816.03494,-13806.92827
218,power2,ALRI,All Age,2.606553402,0.005052457,0.865467996,6.067024109,-13837.85527,-13828.7486
219,power2,ALRI,All Age,2.019186729,0.005352299,1.011917004,6.709694899,-13996.63322,-13987.52655
220,power2,ALRI,All Age,2.831890687,0.001206602,1.413510378,7.203024866,-13980.2362,-13971.12954
221,power2,ALRI,All Age,1.426433626,0.010174928,0.929430705,7.109264256,-14069.60676,-14060.50009
222,power2,ALRI,All Age,1.785196329,0.000443351,1.873231484,7.626136566,-13830.45094,-13821.34428
223,power2,ALRI,All Age,2.168850536,0.001005156,1.600304634,6.558122951,-13762.48436,-13753.37769
224,power2,ALRI,All Age,4.249582038,0.0020241,1.08251159,6.310762291,-13968.16084,-13959.05417
225,power2,ALRI,All Age,2.352208989,0.000753616,1.552002168,8.368098025,-14104.72019,-14095.61352
226,power2,ALRI,All Age,2.097420287,0.006971486,0.959696225,6.583753468,-13885.17671,-13876.07005
227,power2,ALRI,All Age,2.044192632,0.001558247,1.388757797,6.30944332,-14058.99627,-14049.8896
228,power2,ALRI,All Age,3.430281484,0.004104964,1.014975881,7.978222568,-14001.60364,-13992.49698
229,power2,ALRI,All Age,1.971034487,0.006410695,1.017274395,6.386457117,-13883.04576,-13873.9391
230,power2,ALRI,All Age,2.685230225,0.010211381,0.771961664,7.281442987,-13817.15831,-13808.05164
231,power2,ALRI,All Age,2.03406849,0.002555441,1.129015332,7.5339242,-13847.64962,-13838.54295
232,power2,ALRI,All Age,2.032819732,0.002877813,1.174801812,5.900572219,-13861.72586,-13852.6192
233,power2,ALRI,All Age,2.323933624,0.003822952,1.187494261,7.87845108,-13850.76831,-13841.66164
234,power2,ALRI,All Age,1.848667361,0.002342548,1.373944461,8.637203942,-13904.0591,-13894.95243
235,power2,ALRI,All Age,3.478611911,0.000950439,1.426973315,6.088952287,-13770.41874,-13761.31207
236,power2,ALRI,All Age,1.760630508,0.013839229,0.796405877,7.701845907,-13971.66785,-13962.56118
237,power2,ALRI,All Age,5.698108307,0.004763501,0.727732674,8.470739266,-13826.75975,-13817.65309
238,power2,ALRI,All Age,2.320972565,0.002915029,1.167769058,7.802334428,-14129.14736,-14120.04069
239,power2,ALRI,All Age,1.637734924,0.009406925,0.883761606,6.729408702,-13985.54484,-13976.43817
240,power2,ALRI,All Age,1.524582336,0.00586579,1.148509939,6.667011548,-14069.68187,-14060.57521
241,power2,ALRI,All Age,2.3929678,0.005381632,0.982724692,8.694930878,-13991.2773,-13982.17063
242,power2,ALRI,All Age,2.368958471,0.00127162,1.247086124,6.380044592,-13830.19116,-13821.08449
243,power2,ALRI,All Age,1.993796509,0.004658949,1.066209331,7.437928218,-14083.67848,-14074.57181
244,power2,ALRI,All Age,2.012023213,0.005323444,0.935791583,8.624646147,-13913.06789,-13903.96123
245,power2,ALRI,All Age,2.361440789,0.004445791,0.945741871,8.222524839,-13882.97235,-13873.86569
246,power2,ALRI,All Age,3.355832771,0.00442639,0.795631055,7.453636179,-13859.76487,-13850.65821
247,power2,ALRI,All Age,3.776472855,0.003393617,0.958503886,6.401465158,-14098.802,-14089.69533
248,power2,ALRI,All Age,2.327136975,0.003253114,1.079186465,8.111728976,-14064.97774,-14055.87108
249,power2,ALRI,All Age,2.218814001,0.000724962,1.550806953,7.075042753,-14043.55397,-14034.4473
250,power2,ALRI,All Age,1.809110946,0.003990847,1.127678509,7.745127323,-14296.48815,-14287.38148
251,power2,ALRI,All Age,2.297418915,0.00252835,1.265678497,8.464778177,-13866.29388,-13857.18721
252,power2,ALRI,All Age,3.02501887,0.002318199,1.149554372,6.618656839,-13944.85973,-13935.75306
253,power2,ALRI,All Age,2.269765261,0.002453724,1.247520706,8.736883768,-13994.99279,-13985.88613
254,power2,ALRI,All Age,1.90638768,0.002881067,1.203579021,6.63656447,-13922.25189,-13913.14522
255,power2,ALRI,All Age,1.663430091,0.01289149,0.686207398,7.744329951,-13766.38031,-13757.27364
256,power2,ALRI,All Age,2.402667184,0.002362937,1.195877382,6.422647431,-14068.68815,-14059.58148
257,power2,ALRI,All Age,2.117546552,0.002531015,1.18305742,6.783331339,-14250.68376,-14241.5771
258,power2,ALRI,All Age,2.098803056,0.005032965,0.986667415,7.410015789,-13989.86184,-13980.75517
259,power2,ALRI,All Age,4.659879849,0.004971301,0.644899425,7.291854248,-13825.58996,-13816.4833
260,power2,ALRI,All Age,2.469756301,0.000717711,1.510485017,7.879370078,-14113.05098,-14103.94432
261,power2,ALRI,All Age,1.651110367,0.002316122,1.308314393,6.838155314,-14085.71357,-14076.6069
262,power2,ALRI,All Age,2.07877652,0.006348916,0.994233383,6.079520694,-13875.88673,-13866.78007
263,power2,ALRI,All Age,2.377949757,0.001552373,1.2983751,8.005085378,-14070.80589,-14061.69923
264,power2,ALRI,All Age,2.869176805,0.001568394,1.401992486,6.072637333,-13751.26693,-13742.16026
265,power2,ALRI,All Age,1.712105678,0.008583048,0.874839752,7.496544328,-13768.0167,-13758.91004
266,power2,ALRI,All Age,2.157910526,0.001368527,1.418006863,6.141788986,-13826.90107,-13817.7944
267,power2,ALRI,All Age,1.883232999,0.002500953,1.304832782,6.770649981,-14107.70762,-14098.60095
268,power2,ALRI,All Age,2.63520564,0.001677205,1.286578708,7.798544767,-13860.33559,-13851.22892
269,power2,ALRI,All Age,2.170402117,0.015098515,0.700940828,6.73821425,-13794.91941,-13785.81275
270,power2,ALRI,All Age,2.19546735,0.000833352,1.563872637,6.831247334,-14036.08147,-14026.9748
271,power2,ALRI,All Age,1.608716866,0.001181682,1.401135705,6.723916365,-13833.82677,-13824.72011
272,power2,ALRI,All Age,4.396668116,0.00272454,0.997327674,5.974526514,-13918.57064,-13909.46397
273,power2,ALRI,All Age,1.947219022,0.007432206,0.922792826,8.382665918,-13844.68364,-13835.57697
274,power2,ALRI,All Age,2.252443196,0.001872744,1.309667762,8.672735294,-14096.71005,-14087.60338
275,power2,ALRI,All Age,1.900508359,0.000735469,1.59205728,7.478689456,-14060.85415,-14051.74748
276,power2,ALRI,All Age,2.153822005,0.004496229,1.104470095,6.777220237,-14101.33006,-14092.2234
277,power2,ALRI,All Age,2.256749972,0.001876406,1.239649361,7.689592452,-13915.30755,-13906.20089
278,power2,ALRI,All Age,2.311867456,0.005475774,0.956628883,6.317421898,-13921.02547,-13911.9188
279,power2,ALRI,All Age,2.876364887,0.001525705,1.296128501,7.063787862,-14035.89412,-14026.78746
280,power2,ALRI,All Age,2.113863184,0.004713497,0.998644115,7.643783939,-13949.8005,-13940.69383
281,power2,ALRI,All Age,2.449099206,0.002854904,1.189389367,6.692223204,-14112.79898,-14103.69231
282,power2,ALRI,All Age,1.481126226,0.003731796,1.312495275,6.965781092,-14029.62242,-14020.51575
283,power2,ALRI,All Age,2.337870425,0.007786042,0.924410008,7.174176129,-13912.37262,-13903.26596
284,power2,ALRI,All Age,11.46242298,0.001176099,0.896430881,7.90809416,-13988.84883,-13979.74217
285,power2,ALRI,All Age,2.335660457,0.001301993,1.384067592,7.702055865,-13943.90993,-13934.80326
286,power2,ALRI,All Age,1.929261194,0.00027227,1.712554444,6.550340733,-13834.71237,-13825.60571
287,power2,ALRI,All Age,1.770381479,0.001916479,1.344121571,8.274227189,-14110.7188,-14101.61213
288,power2,ALRI,All Age,1.87347495,0.006605825,0.923304318,5.892237593,-13799.53709,-13790.43043
289,power2,ALRI,All Age,2.192284172,0.012604861,0.713645433,6.636131886,-14061.68998,-14052.58332
290,power2,ALRI,All Age,2.509924764,0.000702246,1.585702984,6.556922682,-13823.54489,-13814.43822
291,power2,ALRI,All Age,7.203837407,0.001977298,0.786136331,8.592919146,-13929.74395,-13920.63729
292,power2,ALRI,All Age,2.101762765,0.000580671,1.642086044,6.268216775,-13907.76044,-13898.65378
293,power2,ALRI,All Age,1.568319586,0.004315702,1.057063368,6.629409239,-13805.19648,-13796.08981
294,power2,ALRI,All Age,1.979391391,0.002161935,1.307158659,7.221125824,-14016.56579,-14007.45912
295,power2,ALRI,All Age,3.055230816,0.002903006,1.136235653,7.940572751,-14015.46775,-14006.36109
296,power2,ALRI,All Age,1.993028819,0.000564087,1.690532457,6.069718807,-13807.57392,-13798.46726
297,power2,ALRI,All Age,1.886117145,0.001328261,1.435847373,7.523638874,-14054.28583,-14045.17917
298,power2,ALRI,All Age,1.869732118,0.004865927,1.15404785,6.629446434,-13950.64437,-13941.5377
299,power2,ALRI,All Age,2.205628734,0.005881707,0.993218035,7.883536684,-14177.05009,-14167.94343
300,power2,ALRI,All Age,1.980070464,0.00176553,1.412739663,7.445804121,-13915.87872,-13906.77206
301,power2,ALRI,All Age,2.147752237,0.002725103,1.283382073,8.753856644,-14052.78288,-14043.67622
302,power2,ALRI,All Age,2.179816895,0.002083092,1.214005476,6.42735065,-13945.15557,-13936.04891
303,power2,ALRI,All Age,1.941369683,0.002187062,1.315301142,6.681677084,-14095.74024,-14086.63357
304,power2,ALRI,All Age,2.612147857,0.000346622,1.667577938,6.820966146,-14116.63902,-14107.53235
305,power2,ALRI,All Age,1.893013443,0.001582236,1.401595412,7.534182912,-14001.48014,-13992.37347
306,power2,ALRI,All Age,3.205281965,0.006151703,0.824822816,5.887172264,-13928.28444,-13919.17778
307,power2,ALRI,All Age,2.219944635,0.002971279,1.122211546,8.175696358,-13991.35203,-13982.24536
308,power2,ALRI,All Age,2.434030486,0.001155498,1.461198728,6.440936775,-14000.35031,-13991.24365
309,power2,ALRI,All Age,1.751286679,0.000636843,1.609029092,8.795955755,-13983.92143,-13974.81477
310,power2,ALRI,All Age,2.373022022,0.002288769,1.246469926,8.123519025,-14060.95596,-14051.8493
311,power2,ALRI,All Age,1.689534126,0.003881943,1.130926577,7.104991851,-14016.70228,-14007.59561
312,power2,ALRI,All Age,6.837571055,0.001855903,0.888527253,7.220822297,-13883.54687,-13874.4402
313,power2,ALRI,All Age,3.704496717,0.008414937,0.629698299,7.003019133,-13885.82418,-13876.71751
314,power2,ALRI,All Age,2.05288843,0.00030369,1.844930915,8.515135758,-13996.42293,-13987.31626
315,power2,ALRI,All Age,1.649035533,0.001008075,1.512440544,8.793367985,-13948.67526,-13939.56859
316,power2,ALRI,All Age,2.755467489,0.000960451,1.472047331,7.064007789,-13841.51596,-13832.40929
317,power2,ALRI,All Age,2.83033615,0.007544462,0.902717506,8.061325271,-14118.20842,-14109.10176
318,power2,ALRI,All Age,1.749315049,0.003527181,1.229801796,8.454157458,-13959.86077,-13950.75411
319,power2,ALRI,All Age,1.5755749,0.003762192,1.194050636,8.315411657,-14111.22085,-14102.11419
320,power2,ALRI,All Age,2.590459204,0.005070771,1.003866784,7.114023827,-13837.34696,-13828.24029
321,power2,ALRI,All Age,2.279271608,0.005219455,1.007409991,7.166007926,-13897.85367,-13888.747
322,power2,ALRI,All Age,2.273842047,0.000565621,1.687905485,7.774559971,-14050.31091,-14041.20424
323,power2,ALRI,All Age,2.80324308,0.000669839,1.503486169,6.042934991,-14051.25701,-14042.15034
324,power2,ALRI,All Age,2.308822659,0.003540162,1.129084009,6.522002534,-14191.45776,-14182.35109
325,power2,ALRI,All Age,2.409661452,0.001908008,1.329751568,8.118064921,-13849.62333,-13840.51667
326,power2,ALRI,All Age,2.414535979,0.001018551,1.514354405,6.032487641,-13853.09825,-13843.99159
327,power2,ALRI,All Age,2.053784711,0.00569007,1.024132486,8.439746914,-14207.08458,-14197.97792
328,power2,ALRI,All Age,1.611583645,0.001373109,1.53878078,5.954748932,-13924.21153,-13915.10486
329,power2,ALRI,All Age,2.753898178,0.001678513,1.295487207,8.703884628,-14212.65098,-14203.54431
330,power2,ALRI,All Age,2.360756476,0.000668608,1.489042587,7.580531734,-13781.75756,-13772.6509
331,power2,ALRI,All Age,2.233872409,0.002954769,1.163973309,7.156790361,-13999.46512,-13990.35846
332,power2,ALRI,All Age,1.976521222,0.000431188,1.792914395,6.278820749,-13915.04632,-13905.93966
333,power2,ALRI,All Age,2.030555798,0.007443527,0.952746009,8.311345274,-14141.62896,-14132.52229
334,power2,ALRI,All Age,1.977681152,0.014687959,0.670813948,7.292740325,-13796.66252,-13787.55586
335,power2,ALRI,All Age,2.401248375,0.001403348,1.354230789,6.062355306,-13888.5144,-13879.40774
336,power2,ALRI,All Age,2.202706553,0.004354873,1.043840968,8.360993716,-13945.94911,-13936.84244
337,power2,ALRI,All Age,2.76905436,0.000246163,1.886024951,7.128214373,-13735.07592,-13725.96926
338,power2,ALRI,All Age,2.4483224,0.001716334,1.257517601,7.217098129,-14048.12097,-14039.01431
339,power2,ALRI,All Age,1.592690494,0.006718047,1.054152369,6.474915729,-13943.11859,-13934.01193
340,power2,ALRI,All Age,1.347861031,0.024217095,0.753626195,6.209356044,-13761.04677,-13751.94011
341,power2,ALRI,All Age,1.730719678,0.002160055,1.322720711,6.57472793,-13960.0131,-13950.90644
342,power2,ALRI,All Age,2.539574942,0.005024928,0.900785939,8.761812702,-13967.73275,-13958.62609
343,power2,ALRI,All Age,1.912143674,0.002555973,1.253701838,7.431781465,-14187.44672,-14178.34005
344,power2,ALRI,All Age,1.92443749,0.000803146,1.529894837,7.146747182,-13992.74675,-13983.64009
345,power2,ALRI,All Age,1.605462719,0.00312451,1.216681304,8.232307069,-14138.46221,-14129.35555
346,power2,ALRI,All Age,1.823370059,0.002340905,1.366099803,8.420795669,-14016.68956,-14007.58289
347,power2,ALRI,All Age,2.656286728,0.001874394,1.352809892,7.660062077,-13849.9105,-13840.80383
348,power2,ALRI,All Age,2.702189431,0.001537227,1.307458523,7.350635562,-13968.54593,-13959.43927
349,power2,ALRI,All Age,1.719639016,0.000675658,1.552421476,7.493555616,-14049.57892,-14040.47226
350,power2,ALRI,All Age,2.437012761,0.001119595,1.468198338,7.721775418,-14046.88189,-14037.77522
351,power2,ALRI,All Age,2.387925413,0.003753989,1.152473911,8.650624815,-14136.87973,-14127.77307
352,power2,ALRI,All Age,2.126593754,0.003073713,1.21286366,8.5224314,-14058.09894,-14048.99228
353,power2,ALRI,All Age,1.547921943,0.006938231,0.929074771,6.500816569,-13788.87715,-13779.77049
354,power2,ALRI,All Age,1.852235198,0.002263142,1.273018132,8.610129782,-14037.57652,-14028.46986
355,power2,ALRI,All Age,1.43939954,0.004376949,1.056665508,6.209662288,-13782.75972,-13773.65306
356,power2,ALRI,All Age,1.935803285,0.002552708,1.250948348,6.540963859,-13955.80629,-13946.69962
357,power2,ALRI,All Age,1.844026019,0.000146663,2.043594222,5.886859054,-13871.72204,-13862.61537
358,power2,ALRI,All Age,1.59042667,0.003094572,1.161714942,6.952900765,-13856.9609,-13847.85424
359,power2,ALRI,All Age,1.873467139,0.003937011,1.156513482,8.371249293,-14035.67629,-14026.56962
360,power2,ALRI,All Age,2.287108407,0.004989024,1.073702919,7.702748442,-13985.36874,-13976.26208
361,power2,ALRI,All Age,1.256118886,0.000158681,2.166662932,7.402716253,-13864.29289,-13855.18622
362,power2,ALRI,All Age,2.16981093,0.004053377,1.121062042,6.581933915,-14003.80761,-13994.70095
363,power2,ALRI,All Age,1.823500455,0.000864794,1.552034406,8.299596005,-14222.49578,-14213.38912
364,power2,ALRI,All Age,1.885208792,0.005521351,0.939438601,5.992937835,-13799.97156,-13790.86489
365,power2,ALRI,All Age,2.723872102,0.002608702,1.149731942,8.414953075,-14124.56073,-14115.45406
366,power2,ALRI,All Age,3.773218225,0.004239895,0.876981383,8.10581941,-13838.21953,-13829.11286
367,power2,ALRI,All Age,2.524619491,0.00435533,0.924239134,7.083476548,-13817.50811,-13808.40145
368,power2,ALRI,All Age,2.631897379,0.006232308,0.879675158,5.908042716,-13929.20374,-13920.09707
369,power2,ALRI,All Age,1.670042206,0.002175499,1.314731151,6.63482447,-14093.7453,-14084.63864
370,power2,ALRI,All Age,2.053871443,0.000901263,1.450230209,6.537533516,-13893.4961,-13884.38943
371,power2,ALRI,All Age,2.491183597,0.001094089,1.390088351,7.875541257,-14038.69128,-14029.58461
372,power2,ALRI,All Age,1.981512943,0.003918368,1.092799909,8.169502499,-13853.78441,-13844.67774
373,power2,ALRI,All Age,1.978148866,0.003801944,1.048986448,8.693317536,-14066.32383,-14057.21716
374,power2,ALRI,All Age,2.428927215,0.002845362,1.178999552,6.645062806,-13888.13493,-13879.02826
375,power2,ALRI,All Age,1.383963463,0.004573738,1.170534467,7.939923973,-14007.48942,-13998.38276
376,power2,ALRI,All Age,2.756649743,0.008016534,0.854162119,6.242567685,-14022.50887,-14013.4022
377,power2,ALRI,All Age,1.845736141,0.001008235,1.564637991,8.050145863,-13905.75137,-13896.6447
378,power2,ALRI,All Age,2.237224705,0.003245062,1.094548795,6.852183627,-14019.49578,-14010.38911
379,power2,ALRI,All Age,2.521294525,0.002578499,1.140058227,7.509482881,-14199.65173,-14190.54506
380,power2,ALRI,All Age,2.236890645,0.001530598,1.368128886,7.948638257,-13983.77802,-13974.67135
381,power2,ALRI,All Age,1.550741895,0.017510645,0.77680615,6.918308523,-13856.4448,-13847.33813
382,power2,ALRI,All Age,2.342819071,0.0043975,1.06114928,8.088929934,-14178.72567,-14169.619
383,power2,ALRI,All Age,2.821867804,0.001789888,1.196246273,8.350064507,-13960.99942,-13951.89275
384,power2,ALRI,All Age,2.461864112,0.001153257,1.43738994,7.413440803,-13986.14459,-13977.03793
385,power2,ALRI,All Age,2.287896675,0.004286366,1.048311959,6.072879347,-14081.50026,-14072.3936
386,power2,ALRI,All Age,2.946462974,0.002587258,1.173775311,5.956363989,-14055.05271,-14045.94605
387,power2,ALRI,All Age,2.16262202,0.001381648,1.367344367,8.562939655,-13907.0959,-13897.98924
388,power2,ALRI,All Age,1.501200935,0.006710902,0.986775696,6.788514742,-13881.27943,-13872.17277
389,power2,ALRI,All Age,1.911017684,0.007650378,0.906461359,7.743249309,-13870.97435,-13861.86769
390,power2,ALRI,All Age,1.738941,0.000991497,1.477027741,8.392802827,-13998.77682,-13989.67016
391,power2,ALRI,All Age,2.35865494,0.000693476,1.617653612,8.179006037,-13893.69907,-13884.5924
392,power2,ALRI,All Age,2.217595912,0.000742565,1.534409418,7.356471018,-14138.55046,-14129.44379
393,power2,ALRI,All Age,3.23450619,0.005012492,0.81662211,6.306366614,-13727.84068,-13718.73402
394,power2,ALRI,All Age,2.733924962,0.006568565,0.916083539,6.926419259,-13936.57158,-13927.46492
395,power2,ALRI,All Age,1.962261463,0.002285501,1.28172293,8.115611784,-13885.01404,-13875.90737
396,power2,ALRI,All Age,2.650679571,0.002206744,1.192990488,6.570444339,-13988.95948,-13979.85281
397,power2,ALRI,All Age,2.912316504,0.006375037,0.863437066,7.241513058,-13891.86531,-13882.75865
398,power2,ALRI,All Age,1.931960657,0.011304528,0.690582996,8.289323092,-13738.42892,-13729.32225
399,power2,ALRI,All Age,2.095829854,0.002354461,1.316366247,7.803383073,-13834.5341,-13825.42743
400,power2,ALRI,All Age,2.155940424,0.003989825,1.173599468,8.291113684,-13996.48773,-13987.38106
401,power2,ALRI,All Age,2.224495371,0.00242791,1.166162835,6.152973955,-13909.13695,-13900.03029
402,power2,ALRI,All Age,1.834782407,0.006122403,0.845818698,5.969915849,-13855.94606,-13846.8394
403,power2,ALRI,All Age,1.818417753,0.008062082,0.891576225,7.92502541,-13915.82605,-13906.71938
404,power2,ALRI,All Age,3.640753932,0.00472958,0.789089089,8.666048214,-13923.03585,-13913.92918
405,power2,ALRI,All Age,2.465202539,0.004195669,1.085542144,6.674129984,-13932.28559,-13923.17893
406,power2,ALRI,All Age,2.702517906,0.000948922,1.454510744,7.802696748,-14044.58543,-14035.47877
407,power2,ALRI,All Age,2.189241379,0.007014428,0.81886808,5.970877106,-13774.03463,-13764.92796
408,power2,ALRI,All Age,1.413076827,0.011718555,0.862575396,7.149416881,-13873.22717,-13864.12051
409,power2,ALRI,All Age,2.945323688,0.002464315,1.201954428,6.403262605,-14022.09274,-14012.98607
410,power2,ALRI,All Age,1.164380001,1.29E-06,3.391390947,6.178761156,-13959.26381,-13950.15714
411,power2,ALRI,All Age,2.100360241,0.003308387,1.12242276,8.56343944,-13871.95349,-13862.84682
412,power2,ALRI,All Age,2.089898099,0.00089644,1.461303094,6.054594732,-14065.72611,-14056.61944
413,power2,ALRI,All Age,3.480313345,0.003746369,0.88094588,7.772935735,-13815.05438,-13805.94772
414,power2,ALRI,All Age,3.569463854,0.002349501,1.084995069,6.736202386,-13865.79067,-13856.684
415,power2,ALRI,All Age,2.797700186,0.001017196,1.424566837,6.695843949,-13831.63883,-13822.53217
416,power2,ALRI,All Age,1.912107682,0.005105456,1.037977463,6.071866499,-13953.94734,-13944.84068
417,power2,ALRI,All Age,2.834708547,0.002324056,1.300741183,7.398126259,-13935.99303,-13926.88637
418,power2,ALRI,All Age,1.738181819,0.006832814,0.949382307,6.486842272,-13844.61475,-13835.50809
419,power2,ALRI,All Age,3.097207515,0.002496528,1.186908165,6.207762925,-13832.37678,-13823.27011
420,power2,ALRI,All Age,3.437223284,0.007066952,0.72533047,6.334936185,-13770.79858,-13761.69192
421,power2,ALRI,All Age,2.366979026,0.000309357,1.812442583,6.952234452,-13774.88215,-13765.77548
422,power2,ALRI,All Age,1.037486179,0.028022077,0.619353403,6.216249528,-13794.94921,-13785.84254
423,power2,ALRI,All Age,2.555738589,0.000876789,1.538093315,8.34800862,-13857.90257,-13848.79591
424,power2,ALRI,All Age,2.703339967,0.001800051,1.22320219,8.733449073,-14112.60256,-14103.4959
425,power2,ALRI,All Age,2.730196196,0.000659428,1.460141421,7.06218899,-13878.01025,-13868.90358
426,power2,ALRI,All Age,2.921360153,0.001485588,1.349653786,8.440535317,-13824.39573,-13815.28907
427,power2,ALRI,All Age,2.00368047,0.00331823,1.110116706,6.59933017,-13916.48375,-13907.37709
428,power2,ALRI,All Age,2.577088497,0.000805436,1.538405799,7.517232636,-13836.58281,-13827.47615
429,power2,ALRI,All Age,3.102371844,0.002281561,1.195389915,6.884217507,-14133.46291,-14124.35625
430,power2,ALRI,All Age,2.0340452,0.00114421,1.509932938,7.603659448,-13959.70881,-13950.60214
431,power2,ALRI,All Age,2.099203396,0.000834406,1.570715533,8.343286614,-13843.40948,-13834.30281
432,power2,ALRI,All Age,1.454291415,0.007902145,0.939688356,8.206576816,-13855.58871,-13846.48205
433,power2,ALRI,All Age,2.449489422,0.000495299,1.628163281,6.275490136,-13979.85969,-13970.75302
434,power2,ALRI,All Age,2.31748371,0.000885149,1.550766478,6.650574309,-13789.49289,-13780.38623
435,power2,ALRI,All Age,2.919242839,0.005827261,0.859733991,6.317393016,-13870.71832,-13861.61165
436,power2,ALRI,All Age,1.975502197,0.003073414,1.189109865,5.945675225,-14029.8929,-14020.78623
437,power2,ALRI,All Age,2.181961162,0.003369113,1.166606697,7.759925222,-13959.94045,-13950.83379
438,power2,ALRI,All Age,1.430114635,0.001832466,1.27012092,5.917909642,-13759.57423,-13750.46756
439,power2,ALRI,All Age,1.704066801,0.00257042,1.267786937,7.949564729,-14311.23354,-14302.12688
440,power2,ALRI,All Age,3.552077353,0.001072372,1.297003937,5.90258681,-14178.85991,-14169.75324
441,power2,ALRI,All Age,2.017644501,0.0048557,1.045817374,5.993626179,-13832.12832,-13823.02166
442,power2,ALRI,All Age,2.657262788,0.002034667,1.20315553,8.533232781,-13914.21017,-13905.10351
443,power2,ALRI,All Age,2.349303822,0.008873161,0.842741492,6.851849674,-14089.65326,-14080.54659
444,power2,ALRI,All Age,2.150642859,0.005727723,0.877055287,8.232017556,-13825.04232,-13815.93566
445,power2,ALRI,All Age,3.398931216,0.007459105,0.692142208,5.992709073,-13857.31735,-13848.21069
446,power2,ALRI,All Age,1.610573216,0.002125492,1.241608398,7.700390118,-13838.78885,-13829.68219
447,power2,ALRI,All Age,2.426795421,0.000878909,1.549885659,6.04019573,-13854.52299,-13845.41633
448,power2,ALRI,All Age,1.51449586,0.004691559,1.155558238,6.445869553,-14109.21807,-14100.11141
449,power2,ALRI,All Age,2.761799072,0.001472132,1.363576088,7.060329283,-13900.51727,-13891.4106
450,power2,ALRI,All Age,2.296158831,0.001324803,1.451003316,8.773484118,-13916.10512,-13906.99846
451,power2,ALRI,All Age,2.254668486,0.005567505,0.921224385,6.889383788,-13972.55506,-13963.44839
452,power2,ALRI,All Age,2.471247824,0.003426404,1.112683464,7.492860576,-14055.21278,-14046.10612
453,power2,ALRI,All Age,2.132552491,0.001065694,1.493332596,7.278076521,-13888.14788,-13879.04121
454,power2,ALRI,All Age,2.627481266,0.000612746,1.595542069,6.144621192,-13858.17316,-13849.06649
455,power2,ALRI,All Age,1.568740875,0.009265164,0.997895321,6.20530028,-14025.46271,-14016.35605
456,power2,ALRI,All Age,2.689830123,0.001203651,1.345604272,6.901931235,-14106.85383,-14097.74717
457,power2,ALRI,All Age,4.173985305,0.005023132,0.755633937,7.348626883,-14131.22677,-14122.12011
458,power2,ALRI,All Age,1.744690743,0.000860439,1.505625706,8.054864723,-13974.85582,-13965.74916
459,power2,ALRI,All Age,1.864344411,0.004991855,1.032564607,7.263186727,-13931.87214,-13922.76548
460,power2,ALRI,All Age,1.809832865,0.003241829,1.121803309,8.557868385,-13875.17108,-13866.06442
461,power2,ALRI,All Age,1.502723165,0.003256716,1.231369686,5.828184534,-14175.8972,-14166.79054
462,power2,ALRI,All Age,2.807878901,0.009191463,0.768685739,6.823375034,-13899.83823,-13890.73157
463,power2,ALRI,All Age,1.532635236,0.013972597,0.873829874,6.09509377,-13878.13052,-13869.02385
464,power2,ALRI,All Age,2.375831824,0.000653728,1.502217672,7.45389917,-14032.64984,-14023.54317
465,power2,ALRI,All Age,2.178010923,0.002656795,1.24948949,7.577634404,-14125.15228,-14116.04562
466,power2,ALRI,All Age,1.971581594,0.000691985,1.572841821,7.850850239,-14124.3592,-14115.25254
467,power2,ALRI,All Age,2.319069331,0.000827505,1.482409353,7.371748369,-14095.11453,-14086.00787
468,power2,ALRI,All Age,2.525480768,0.003882265,1.060145522,8.452541531,-14099.66168,-14090.55501
469,power2,ALRI,All Age,1.681063881,0.001880775,1.295152165,7.986492651,-14028.15391,-14019.04724
470,power2,ALRI,All Age,4.399807149,0.002222769,1.082922621,8.350615937,-14036.39715,-14027.29048
471,power2,ALRI,All Age,1.889735034,0.010233584,0.964733688,5.913699038,-13874.65966,-13865.553
472,power2,ALRI,All Age,2.39213725,0.001548919,1.380471689,6.269879524,-13873.87647,-13864.76981
473,power2,ALRI,All Age,2.038827423,0.000739001,1.556189374,6.964130137,-14005.44575,-13996.33909
474,power2,ALRI,All Age,3.302734502,0.001187793,1.323847242,6.24027317,-13823.50825,-13814.40158
