"meanlabboilingdiff","meangoodboilingdiff","meanineffectiveboilingdiff","meanmoderateboilingdiff","meanworseboilingdiff","meanbadzeroboilingdiff","meannegativeboilingdiff"
-356.18,-308.06,-271.58,-295.89,-112.57,-12.51,55.13
