"sdlabboilingdiff","sdgoodboilingdiff","sdineffectiveboilingdiff","sdmoderateboilingdiff","sdworseboilingdiff","sdbadzeroboilingdiff","sdnegativeboilingdiff"
323.56,269.43,240.86,259.13,115.75,14.15,66.66
