"sdlabboilingdiff","sdgoodboilingdiff","sdineffectiveboilingdiff","sdmoderateboilingdiff","sdworseboilingdiff","sdbadzeroboilingdiff","sdnegativeboilingdiff"
532.52,493.88,452.24,481.07,200.88,22.81,103.77
