location_id,location_name,sex_id,sex_name,age_group_id,age_group_name,year_id,measure_id,measure_name,metric_id,metric_name,val,upper,lower
190,Uganda,3,both,121,73,2019,44,Population,1,Number,48080.9913,52568.53623,43293.50187
190,Uganda,3,both,122,74,2019,44,Population,1,Number,45299.70062,49527.65924,40789.14807
190,Uganda,3,both,123,75,2019,44,Population,1,Number,40780.13642,44586.27039,36719.603
190,Uganda,3,both,124,76,2019,44,Population,1,Number,37709.01554,41228.51247,33954.27778
190,Uganda,3,both,125,77,2019,44,Population,1,Number,34453.50892,37669.15953,31022.92637
190,Uganda,3,both,126,78,2019,44,Population,1,Number,31603.26821,34552.8972,28456.48799
190,Uganda,3,both,127,79,2019,44,Population,1,Number,28323.77043,30967.31394,25503.53425
190,Uganda,3,both,128,80,2019,44,Population,1,Number,24606.75734,26903.38072,22156.62918
190,Uganda,3,both,129,81,2019,44,Population,1,Number,21617.50426,23635.13158,19465.02008
190,Uganda,3,both,130,82,2019,44,Population,1,Number,19196.28649,20987.93421,17284.88625
190,Uganda,3,both,131,83,2019,44,Population,1,Number,16234.86025,17750.10906,14618.33322
190,Uganda,3,both,132,84,2019,44,Population,1,Number,13624.37533,14895.97966,12267.77783
190,Uganda,3,both,133,85,2019,44,Population,1,Number,11306.27667,12361.5258,10180.49538
190,Uganda,3,both,134,86,2019,44,Population,1,Number,9288.514066,10155.43929,8363.644139
190,Uganda,3,both,135,87,2019,44,Population,1,Number,7463.571233,8160.169001,6720.413336
190,Uganda,3,both,136,88,2019,44,Population,1,Number,6199.422717,6778.033665,5582.1378
190,Uganda,3,both,137,89,2019,44,Population,1,Number,5000.171434,5466.852618,4502.297591
190,Uganda,3,both,138,90,2019,44,Population,1,Number,4116.316426,4500.504738,3706.449224
190,Uganda,3,both,139,91,2019,44,Population,1,Number,3241.387722,3543.916281,2918.638356
190,Uganda,3,both,140,92,2019,44,Population,1,Number,2510.793965,2745.133991,2260.790809
190,Uganda,3,both,141,93,2019,44,Population,1,Number,1888.01689,2064.23124,1700.024491
190,Uganda,3,both,142,94,2019,44,Population,1,Number,1408.336462,1539.780781,1268.106493
190,Uganda,3,both,235,95,2019,44,Population,1,Number,3500.759187,3827.495673,3152.183853
