averagehousehold,lifeexpectancywomen,lifeexpectancymen,adultsperhh,childrenunder5perhh,countrypopulation,cookperhh,childperhh,noncookperhh,dirtyfueluse,under5population
5,69.2,62.3,4,1,41117856,1,1,3,0.95,8223571.2
