averagehousehold,lifeexpectancywomen,lifeexpectancymen,adultsperhh,childrenunder5perhh,countrypopulation,cookperhh,childperhh,noncookperhh,dirtyfueluse,under5population
5,69.2,62.3,4,1,37600000,1,1,3,0.95,7200000
