"meanlabboilingdiff","meangoodboilingdiff","meanineffectiveboilingdiff","meanmoderateboilingdiff","meanworseboilingdiff","meanbadzeroboilingdiff","meannegativeboilingdiff"
-54.54,-45.05,-41.25,-43.76,-21.38,-2.83,14.41
