"meanminimotowaterheatingDALYsdiff","meanminimotowatercookingDALYsdiff","meansmokeywaterheatingDALYsdiff","meansmokeywatercookingDALYsdiff","meanimprovedwaterheatingDALYsdiff","meanimprovedwatercookingDALYsdiff","meancharcoalwaterheatingDALYsdiff","meancharcoalwatercookingDALYsdiff","meanLPGwaterheatingDALYsdiff","meanLPGwatercookingDALYsdiff","meanCleanwaterheatingDALYsdiff","meanCleanwatercookingDALYsdiff"
-9,8,-8,6,-9,6,38,11,-2,2,0,0
