"meanlabboilingdiff","meangoodboilingdiff","meanineffectiveboilingdiff","meanmoderateboilingdiff","meanworseboilingdiff","meanbadzeroboilingdiff","meannegativeboilingdiff"
-174.19,-150.64,-138.69,-146.68,-72.33,-9.58,48.2
