"avgminimotocooking","avgminimotowaterheating","avgminimotowatercooking","avgsmokeycooking","avgsmokeywaterheating","avgsmokeywatercooking","avgimprovedcooking","avgimprovedwaterheating","avgimprovedwatercooking","avgLPGcooking","avgLPGwaterheating","avgLPGwatercooking","avgcharcoalcooking","avgcharcoalwaterheating","avgcharcoalwatercooking","avgCleancooking","avgCleanwaterheating","avgCleanwatercooking"
26.1115208784942,19.3703352618824,33.3852156626558,3536.5741141089,1874.8749265756,5399.35245530579,1335.89703944337,730.884653017752,2054.68532197998,14.5701771168779,13.3533120656809,15.8268487049079,72.9271181794525,44.665823760657,105.496301462388,12,12,12
