"sdlabboilingdiff","sdgoodboilingdiff","sdineffectiveboilingdiff","sdmoderateboilingdiff","sdworseboilingdiff","sdbadzeroboilingdiff","sdnegativeboilingdiff"
193.1,176.86,163.72,172.59,79.4,8.86,38.72
