"meanminimotowaterheatingDALYsdiff","meanminimotowatercookingDALYsdiff","meansmokeywaterheatingDALYsdiff","meansmokeywatercookingDALYsdiff","meanimprovedwaterheatingDALYsdiff","meanimprovedwatercookingDALYsdiff","meancharcoalwaterheatingDALYsdiff","meancharcoalwatercookingDALYsdiff","meanLPGwaterheatingDALYsdiff","meanLPGwatercookingDALYsdiff","meanCleanwaterheatingDALYsdiff","meanCleanwatercookingDALYsdiff"
-5,5,-2,1,-5,3,22,12,-1,1,0,0
