"sdminimotocookingDALYs","sdminimotowaterheatingDALYs","sdminimotowatercookingDALYs","sdsmokeycookingDALYs","sdsmokeywaterheatingDALYs","sdsmokeywatercookingDALYs","sdimprovedcookingDALYs","sdimprovedwaterheatingDALYs","sdimprovedwatercookingDALYs","sdcharcoalcookingDALYs","sdcharcoalwaterheatingDALYs","sdcharcoalwatercookingDALYs","sdLPGcookingDALYs","sdLPGwaterheatingDALYs","sdLPGwatercookingDALYs","sdCleancookingDALYs","sdCleanwaterheatingDALYs","sdCleanwatercookingDALYs"
10.76,6,13.32,18.56,18.8,18.53,19.76,21.27,18.57,23.79,17.36,25.38,3.56,2.22,4.67,1.19,1.18,1.19
