"meanminimotocookingDALYs","meanminimotowaterheatingDALYs","meanminimotowatercookingDALYs","meansmokeycookingDALYs","meansmokeywaterheatingDALYs","meansmokeywatercookingDALYs","meanimprovedcookingDALYs","meanimprovedwaterheatingDALYs","meanimprovedwatercookingDALYs","meancharcoalcookingDALYs","meancharcoalwaterheatingDALYs","meancharcoalwatercookingDALYs","meanLPGcookingDALYs","meanLPGwaterheatingDALYs","meanLPGwatercookingDALYs","meanCleancookingDALYs","meanCleanwaterheatingDALYs","meanCleanwatercookingDALYs"
21,12,29,122,113,128,109,100,116,51,38,62,3,1,5,0,0,0
