"sdminimotowaterheatingDALYsdiff","sdminimotowatercookingDALYsdiff","sdsmokeywaterheatingDALYsdiff","sdsmokeywatercookingDALYsdiff","sdimprovedwaterheatingDALYsdiff","sdimprovedwatercookingDALYsdiff","sdcharcoalwaterheatingDALYsdiff","sdcharcoalwatercookingDALYsdiff","sdLPGwaterheatingDALYsdiff","sdLPGwatercookingDALYsdiff","sdCleanwaterheatingDALYsdiff","sdCleanwatercookingDALYsdiff"
23.36,16.18,30.21,26.24,36.69,29.87,42.27,29.48,9.75,8.41,0,0
