"sdminimotocookingDALYs","sdminimotowaterheatingDALYs","sdminimotowatercookingDALYs","sdsmokeycookingDALYs","sdsmokeywaterheatingDALYs","sdsmokeywatercookingDALYs","sdimprovedcookingDALYs","sdimprovedwaterheatingDALYs","sdimprovedwatercookingDALYs","sdcharcoalcookingDALYs","sdcharcoalwaterheatingDALYs","sdcharcoalwatercookingDALYs","sdLPGcookingDALYs","sdLPGwaterheatingDALYs","sdLPGwatercookingDALYs","sdCleancookingDALYs","sdCleanwaterheatingDALYs","sdCleanwatercookingDALYs"
15.12,11.14,16.89,15.34,16.04,12.82,16.96,18.08,15.38,21.83,18.58,21.72,6.62,3.68,9.07,0,0,0
