"avgminimotocooking","avgminimotowaterheating","avgminimotowatercooking","avgsmokeycooking","avgsmokeywaterheating","avgsmokeywatercooking","avgimprovedcooking","avgimprovedwaterheating","avgimprovedwatercooking","avgLPGcooking","avgLPGwaterheating","avgLPGwatercooking","avgcharcoalcooking","avgcharcoalwaterheating","avgcharcoalwatercooking","avgCleancooking","avgCleanwaterheating","avgCleanwatercooking"
25.6502790083859,19.1145254210664,32.6712353053744,3444.57499713588,1817.29682128297,5249.77833688479,1293.14915129284,707.777919031309,1988.83365901373,14.4796528727398,13.3183859411363,15.7044701995741,70.9156534288271,43.509546818163,102.331631122912,12,12,12
