"meanminimotocookingDALYs","meanminimotowaterheatingDALYs","meanminimotowatercookingDALYs","meansmokeycookingDALYs","meansmokeywaterheatingDALYs","meansmokeywatercookingDALYs","meanimprovedcookingDALYs","meanimprovedwaterheatingDALYs","meanimprovedwatercookingDALYs","meancharcoalcookingDALYs","meancharcoalwaterheatingDALYs","meancharcoalwatercookingDALYs","meanLPGcookingDALYs","meanLPGwaterheatingDALYs","meanLPGwatercookingDALYs","meanCleancookingDALYs","meanCleanwaterheatingDALYs","meanCleanwatercookingDALYs"
10,6,16,103,102,104,99,94,103,35,23,47,2,2,3,1,1,1
