"sdlabboilingdiff","sdgoodboilingdiff","sdineffectiveboilingdiff","sdmoderateboilingdiff","sdworseboilingdiff","sdbadzeroboilingdiff","sdnegativeboilingdiff"
314.75,270.79,241.66,261.18,109.47,13.19,62.74
