"sdminimotocookingDALYs","sdminimotowaterheating","sdminimotowatercooking","sdsmokeycooking","sdsmokeywaterheating","sdsmokeywatercooking","sdimprovedcooking","sdimprovedwaterheating","sdimprovedwatercooking","sdLPGcooking","sdLPGwaterheating","sdLPGwatercooking","sdcharcoalcooking","sdcharcoalwaterheating","sdcharcoalwatercooking","sdCleancooking","sdCleanwaterheating","sdCleanwatercooking"
13.8723166390121,6.54895493988868,18.8863834842895,3599.44490963399,1741.31957505075,5001.50146921877,1310.10907596918,660.79820511998,1840.89534464065,3.8936300260418,1.83056546797572,5.38222480512138,60.2034062815034,28.9893389142988,82.6502167666504,0,0,0
