"sdminimotocookingDALYs","sdminimotowaterheating","sdminimotowatercooking","sdsmokeycooking","sdsmokeywaterheating","sdsmokeywatercooking","sdimprovedcooking","sdimprovedwaterheating","sdimprovedwatercooking","sdLPGcooking","sdLPGwaterheating","sdLPGwatercooking","sdcharcoalcooking","sdcharcoalwaterheating","sdcharcoalwatercooking","sdCleancooking","sdCleanwaterheating","sdCleanwatercooking"
14.5996328023606,6.6269601034495,19.573321629426,3809.06504272796,1779.08739725939,5219.25706677648,1374.99523300363,679.073235858841,1909.2142697513,3.81616111694691,1.8418174739311,5.33364918469766,63.235425990995,29.2658781391495,85.443964966095,0,0,0
