"sdminimotowaterheatingDALYsdiff","sdminimotowatercookingDALYsdiff","sdsmokeywaterheatingDALYsdiff","sdsmokeywatercookingDALYsdiff","sdimprovedwaterheatingDALYsdiff","sdimprovedwatercookingDALYsdiff","sdcharcoalwaterheatingDALYsdiff","sdcharcoalwatercookingDALYsdiff","sdLPGwaterheatingDALYsdiff","sdLPGwatercookingDALYsdiff","sdCleanwaterheatingDALYsdiff","sdCleanwatercookingDALYsdiff"
17.23,15.02,49.23,48.16,47.98,47.88,32.19,29.62,5.97,6.8,3.2,3.15
