averagehousehold,lifeexpectancywomen,lifeexpectancymen,adultsperhh,childrenunder5perhh,countrypopulation,cookperhh,childperhh,noncookperhh,dirtyfueluse
5,79.2,70,4.6,0.4,96372928,1,0.4,3.6,0.49
