averagehousehold,lifeexpectancywomen,lifeexpectancymen,adultsperhh,childrenunder5perhh,countrypopulation,cookperhh,childperhh,noncookperhh,dirtyfueluse,under5population
5,79.2,70,4.6,0.4,91700000,1,0.4,3.6,0.49,7200000
