sim,funct,cause,age,alpha,beta,delta,zcf,aic,bic
197,power2,COPD,All Age,11.69772759,0.001181088,0.713441051,6.008982639,-789.9286966,-787.0964958
198,power2,COPD,All Age,11.38433571,0.000322615,0.877450354,7.849715775,-769.0340444,-766.2018436
199,power2,COPD,All Age,17.90215766,0.001710176,0.611871318,8.281342103,-791.3381274,-788.5059266
200,power2,COPD,All Age,20.5294375,0.000832404,0.658372021,6.846590006,-797.3223953,-794.4901945
201,power2,COPD,All Age,10.3716158,0.001830924,0.691371074,8.41389955,-761.5989052,-758.7667044
202,power2,COPD,All Age,10.39494878,0.002548558,0.642290379,8.203283616,-787.952727,-785.1205262
203,power2,COPD,All Age,19.21154956,0.000703258,0.699452139,6.479336648,-750.2755467,-747.4433459
204,power2,COPD,All Age,72.2034398,0.000265784,0.625972702,7.848937797,-779.6107526,-776.7785518
205,power2,COPD,All Age,28.96401829,0.000578074,0.66528808,7.729984187,-803.5315729,-800.6993721
206,power2,COPD,All Age,15.64284035,0.000463885,0.772438374,8.744483893,-748.4111255,-745.5789247
207,power2,COPD,All Age,10.14535114,0.00113556,0.75643236,8.462195635,-769.9576844,-767.1254836
208,power2,COPD,All Age,211.757188,4.27E-05,0.721555648,7.73103643,-777.2996631,-774.4674623
209,power2,COPD,All Age,35.71329863,0.000381636,0.679865319,6.907916226,-771.03394,-768.2017392
210,power2,COPD,All Age,9.951909968,0.001461676,0.75146741,7.956826032,-768.3980891,-765.5658883
211,power2,COPD,All Age,15.59002623,0.000997002,0.701266318,7.850865808,-745.2617252,-742.4295243
212,power2,COPD,All Age,33.93701073,0.000906214,0.584037342,7.694398093,-773.790517,-770.9583162
213,power2,COPD,All Age,10.91028187,0.000743495,0.799973176,7.679527338,-766.1970862,-763.3648854
214,power2,COPD,All Age,56.58547674,0.00037859,0.63402391,5.873973745,-753.2073841,-750.3751833
215,power2,COPD,All Age,10.4105078,0.002851547,0.664337783,7.974866074,-757.0925385,-754.2603377
216,power2,COPD,All Age,11.09546096,0.000837296,0.770503644,6.231980144,-749.2102499,-746.3780491
217,power2,COPD,All Age,46.04166604,0.00032096,0.67107974,8.249110773,-754.669327,-751.8371262
218,power2,COPD,All Age,10.07077126,0.000662376,0.821864885,8.4481733,-800.4681659,-797.6359651
219,power2,COPD,All Age,14.98112381,0.001995113,0.629477406,8.301592085,-759.871655,-757.0394542
220,power2,COPD,All Age,25.69856625,0.000770807,0.647279525,6.679037553,-774.8497717,-772.0175709
221,power2,COPD,All Age,14.47932764,0.001198925,0.666569372,7.445055781,-777.4172609,-774.5850601
222,power2,COPD,All Age,13.61505767,0.001579959,0.668707619,6.199791139,-763.2572066,-760.4250058
223,power2,COPD,All Age,13.44479839,0.001426876,0.688587436,6.179921025,-767.0585362,-764.2263354
224,power2,COPD,All Age,8.009031165,0.002475933,0.719929918,6.454828211,-758.6379078,-755.805707
225,power2,COPD,All Age,87.7766618,0.000162977,0.653231019,7.916535462,-799.2970406,-796.4648398
226,power2,COPD,All Age,21.44700674,0.000234081,0.794309039,5.848629411,-768.2136083,-765.3814075
227,power2,COPD,All Age,14.9780313,0.001107974,0.689347394,6.936943069,-752.2364229,-749.4042221
228,power2,COPD,All Age,20.73383883,0.00055705,0.706587491,7.966042306,-757.4740327,-754.6418319
229,power2,COPD,All Age,15.13259763,0.00190082,0.626595719,7.999281747,-787.3875261,-784.5553253
230,power2,COPD,All Age,10.29582325,0.003168024,0.636016717,6.526755593,-759.208089,-756.3758882
231,power2,COPD,All Age,11.2382755,0.002278064,0.663439235,6.25605782,-753.4919122,-750.6597114
232,power2,COPD,All Age,18.72921474,0.000810914,0.683312929,6.954218063,-750.3610333,-747.5288325
233,power2,COPD,All Age,25.61616059,0.000555308,0.680593023,7.269230828,-811.0995473,-808.2673465
234,power2,COPD,All Age,9.892314883,0.001345784,0.764550443,7.146328397,-762.641206,-759.8090052
235,power2,COPD,All Age,13.163128,0.000781956,0.764258816,8.479336563,-748.8355104,-746.0033096
236,power2,COPD,All Age,24.5027848,0.001228766,0.620644205,8.40261521,-770.9019786,-768.0697778
237,power2,COPD,All Age,12.79290183,0.000982163,0.720224318,7.187654167,-782.3314944,-779.4992936
238,power2,COPD,All Age,7.702729125,0.004061558,0.681443622,6.135024852,-737.5332021,-734.7010013
239,power2,COPD,All Age,42.38093449,0.000872375,0.571124189,7.642572981,-746.0539371,-743.2217363
240,power2,COPD,All Age,26.82844534,0.001254652,0.586081444,6.052187313,-736.6171843,-733.7849835
241,power2,COPD,All Age,123.8491379,0.000107635,0.668323029,8.277559709,-774.5069679,-771.6747671
242,power2,COPD,All Age,20.36747834,0.000657394,0.71456629,7.18130408,-780.8787955,-778.0465947
