sim,funct,cause,age,alpha,beta,delta,zcf,aic,bic
629,power2,STROKE,AllAge,1.120080617,0.012289757,1.107775746,6.494315929,-4210.779477,-4204.558085
630,power2,STROKE,AllAge,1.250130486,0.001917469,1.817270832,7.521063995,-4213.492321,-4207.270929
631,power2,STROKE,AllAge,1.313942558,0.008430941,1.221391251,8.208127045,-4230.293003,-4224.071611
632,power2,STROKE,AllAge,1.302595847,0.007221161,1.23664655,7.758717988,-4206.058726,-4199.837334
633,power2,STROKE,AllAge,4.978087287,0.011668646,0.347909602,8.311745753,-4271.385867,-4265.164475
634,power2,STROKE,AllAge,1.212487877,0.001999307,1.828660302,6.434388305,-4168.579415,-4162.358023
635,power2,STROKE,AllAge,1.889081957,0.02074034,0.390480341,8.123325883,-4235.108562,-4228.88717
636,power2,STROKE,AllAge,1.334367942,0.001171944,1.727817684,6.300628535,-4238.846453,-4232.625061
637,power2,STROKE,AllAge,1.46631127,0.003662057,1.61763662,8.639785872,-4253.392034,-4247.170641
638,power2,STROKE,AllAge,1.309609878,0.010594106,1.147240845,7.759539956,-4205.266186,-4199.044793
639,power2,STROKE,AllAge,1.278897665,0.009493037,1.23465633,7.498653583,-4170.654785,-4164.433392
640,power2,STROKE,AllAge,1.614055634,0.006591803,0.610695958,7.542000562,-4223.616836,-4217.395444
641,power2,STROKE,AllAge,1.320237763,0.001352206,2.02597379,8.179050675,-4226.263446,-4220.042054
642,power2,STROKE,AllAge,1.464694867,0.024948658,0.498928118,7.553050639,-4167.264504,-4161.043111
643,power2,STROKE,AllAge,1.205863594,0.004810447,1.409510162,8.285884944,-4239.83669,-4233.615298
644,power2,STROKE,AllAge,1.079224248,0.003591808,1.672024873,7.351827148,-4231.904896,-4225.683504
645,power2,STROKE,AllAge,1.406047193,0.037082932,0.39425147,7.650071964,-4265.935846,-4259.714454
646,power2,STROKE,AllAge,1.188591701,0.002968743,1.841326055,8.797130337,-4221.778829,-4215.557437
647,power2,STROKE,AllAge,1.27996668,0.004995347,1.4693399,7.400501325,-4241.070619,-4234.849227
648,power2,STROKE,AllAge,0.858357649,0.000819213,2.58232858,6.865709935,-4185.431572,-4179.21018
649,power2,STROKE,AllAge,1.371823401,0.027849314,0.470920135,8.759334122,-4230.414447,-4224.193055
650,power2,STROKE,AllAge,1.114906068,0.011599549,1.265161744,8.259943635,-4182.422684,-4176.201291
651,power2,STROKE,AllAge,1.361242954,0.019497555,0.866438318,6.052231645,-4206.215307,-4199.993914
652,power2,STROKE,AllAge,1.190709422,0.000746062,1.983603988,7.19289001,-4219.155467,-4212.934074
653,power2,STROKE,AllAge,1.149042999,0.003756937,1.787970895,8.148670533,-4219.95594,-4213.734548
654,power2,STROKE,AllAge,1.160253314,0.006380076,1.356741392,6.917959595,-4264.442223,-4258.220831
655,power2,STROKE,AllAge,1.330324946,0.006426386,1.371144234,6.620396053,-4199.32486,-4193.103467
656,power2,STROKE,AllAge,1.362428832,0.008032759,1.144491502,6.378223454,-4164.852276,-4158.630884
657,power2,STROKE,AllAge,1.194738545,0.011933092,1.206836585,7.276625312,-4250.855583,-4244.634191
658,power2,STROKE,AllAge,1.608842173,0.037874695,0.386269248,5.86521067,-4174.217496,-4167.996103
659,power2,STROKE,AllAge,1.45249074,0.006324018,1.272142777,7.282436324,-4231.513898,-4225.292506
660,power2,STROKE,AllAge,1.379959417,0.005839246,1.503541095,7.613019837,-4187.425927,-4181.204535
661,power2,STROKE,AllAge,1.156942618,0.010235497,1.281508724,7.008432031,-4230.488261,-4224.266869
662,power2,STROKE,AllAge,1.233843973,0.002193321,1.902461663,8.556012994,-4217.165721,-4210.944329
663,power2,STROKE,AllAge,1.169319249,0.01048578,1.147919954,7.15370568,-4263.513082,-4257.29169
664,power2,STROKE,AllAge,1.192711509,0.020407117,0.947280288,6.639611227,-4181.682097,-4175.460705
665,power2,STROKE,AllAge,1.197825862,0.019363653,0.979386347,8.359509818,-4224.831674,-4218.610282
666,power2,STROKE,AllAge,1.168030905,0.042328759,0.683369736,8.687554798,-4263.824059,-4257.602667
667,power2,STROKE,AllAge,1.277677531,0.007371242,1.14320053,5.980311809,-4227.947493,-4221.726101
668,power2,STROKE,AllAge,1.331327399,0.005350896,1.57453176,7.410090422,-4181.535729,-4175.314337
669,power2,STROKE,AllAge,2.269290805,0.040648146,0.30931835,6.195086433,-4162.27276,-4156.051367
670,power2,STROKE,AllAge,1.318577907,0.011044339,1.252616717,6.532354774,-4190.932258,-4184.710866
671,power2,STROKE,AllAge,1.283048615,0.024129514,0.523384318,7.23479167,-4218.489247,-4212.267855
672,power2,STROKE,AllAge,1.256122477,0.002976194,1.497997933,6.45728643,-4252.73343,-4246.512037
673,power2,STROKE,AllAge,1.285217564,0.017986433,1.041948483,6.674480465,-4186.1632,-4179.941808
674,power2,STROKE,AllAge,0.859197438,0.000301757,2.9894295,6.937535914,-4189.327482,-4183.10609
675,power2,STROKE,AllAge,1.285410362,0.00150033,1.879404656,6.719076377,-4206.773277,-4200.551884
676,power2,STROKE,AllAge,1.249843144,0.00080298,2.093565113,6.00306676,-4230.808855,-4224.587463
677,power2,STROKE,AllAge,1.231489055,0.001900132,1.901625893,8.770241796,-4249.640903,-4243.419511
678,power2,STROKE,AllAge,1.239064025,0.007258548,1.350325353,6.57160056,-4243.592511,-4237.371119
679,power2,STROKE,AllAge,0.823486959,3.11E-05,3.735956216,6.537744184,-4183.638354,-4177.416962
680,power2,STROKE,AllAge,1.138993673,0.008283159,1.264197036,6.237660893,-4200.617,-4194.395608
681,power2,STROKE,AllAge,1.350323067,0.004042937,1.614072523,7.350262111,-4246.823718,-4240.602325
682,power2,STROKE,AllAge,1.305731159,0.018260717,0.872211558,6.156971313,-4167.462665,-4161.241273
683,power2,STROKE,AllAge,1.311013099,0.007657097,1.05288219,7.100356009,-4209.39913,-4203.177738
684,power2,STROKE,AllAge,1.348146138,0.004332246,1.565530759,7.056244915,-4201.028317,-4194.806925
685,power2,STROKE,AllAge,1.201920072,0.024782436,0.739848857,6.938469347,-4195.777391,-4189.555998
686,power2,STROKE,AllAge,1.345866507,0.009707207,1.199422149,8.140018867,-4150.259049,-4144.037657
687,power2,STROKE,AllAge,1.193439176,0.002838357,1.565306067,7.267665414,-4202.539219,-4196.317827
688,power2,STROKE,AllAge,1.323908599,0.004784968,1.346098369,7.972588812,-4266.743552,-4260.52216
689,power2,STROKE,AllAge,1.368939815,0.004218597,1.448533893,8.65553059,-4199.831539,-4193.610147
690,power2,STROKE,AllAge,1.705479747,0.012915925,0.485651738,7.675262287,-4185.702181,-4179.480789
691,power2,STROKE,AllAge,1.355357771,0.002685767,1.835595008,8.033146796,-4225.307038,-4219.085645
692,power2,STROKE,AllAge,1.224244979,0.003330321,1.517212375,6.026645795,-4220.861471,-4214.640079
693,power2,STROKE,AllAge,1.460014211,0.028316975,0.460431728,8.526179614,-4276.574696,-4270.353304
694,power2,STROKE,AllAge,1.258923937,0.004025782,1.567800299,8.500238479,-4229.739553,-4223.518161
695,power2,STROKE,AllAge,1.090790576,0.000824205,2.265599047,8.792291532,-4244.832661,-4238.611269
696,power2,STROKE,AllAge,1.199889293,0.024388632,0.833259525,6.934369902,-4244.49539,-4238.273997
697,power2,STROKE,AllAge,1.242165696,0.001503788,1.879614559,6.78483315,-4226.025955,-4219.804562
698,power2,STROKE,AllAge,1.34427674,0.01004702,1.250012197,8.509976705,-4224.547434,-4218.326042
699,power2,STROKE,AllAge,1.244792072,0.013330512,1.152183582,6.437456466,-4202.207155,-4195.985762
700,power2,STROKE,AllAge,1.295891206,0.01540375,1.049857254,6.078504012,-4217.411116,-4211.189724
701,power2,STROKE,AllAge,1.182564576,0.002530244,1.834243104,7.424776907,-4223.425117,-4217.203725
702,power2,STROKE,AllAge,1.129979411,0.005570669,1.443982389,8.496815383,-4254.182785,-4247.961393
703,power2,STROKE,AllAge,1.463168696,0.008044445,1.241931095,5.837040419,-4202.546603,-4196.325211
704,power2,STROKE,AllAge,1.224184013,0.001621568,1.899687283,6.199196629,-4241.963059,-4235.741667
705,power2,STROKE,AllAge,1.404081226,0.015465972,0.582175596,8.722852254,-4224.419443,-4218.198051
706,power2,STROKE,AllAge,1.156873923,0.009829664,1.249248179,5.957678338,-4197.97571,-4191.754318
707,power2,STROKE,AllAge,1.315341951,0.091338754,0.318146822,7.401976021,-4217.898624,-4211.677232
708,power2,STROKE,AllAge,1.386617205,0.037948765,0.432680611,7.920164783,-4201.278595,-4195.057202
709,power2,STROKE,AllAge,1.49738853,0.023298367,0.539020429,6.732095804,-4225.070956,-4218.849563
710,power2,STROKE,AllAge,1.258512813,0.036770834,0.433222238,7.711449224,-4230.163321,-4223.941929
