sim,funct,cause,age,alpha,beta,delta,zcf,aic,bic
275,power2,LC,All Age,109.6124186,0.000226349,0.71114584,8.704892736,-10275.36579,-10267.05564
276,power2,LC,All Age,152.63208,6.62E-05,0.799797453,5.988516719,-10252.6909,-10244.38075
277,power2,LC,All Age,336.1589517,0.000104662,0.666906362,6.416897299,-10219.08757,-10210.77742
278,power2,LC,All Age,97.94456985,0.000258469,0.707801699,7.341706213,-10290.64144,-10282.33129
279,power2,LC,All Age,56.1979925,6.38E-05,0.932305847,7.755677015,-10225.37378,-10217.06363
280,power2,LC,All Age,117.4745409,0.000276126,0.682511697,7.329454461,-10195.5048,-10187.19465
281,power2,LC,All Age,87.01961357,0.000261028,0.730206487,7.557970514,-10234.86691,-10226.55676
282,power2,LC,All Age,90.16671367,0.000200184,0.749272845,6.985314057,-10285.2113,-10276.90115
283,power2,LC,All Age,150.2151889,0.000150101,0.721461813,7.40865589,-10288.86703,-10280.55688
284,power2,LC,All Age,202.2243382,9.67E-05,0.73833235,7.931936507,-10261.01292,-10252.70277
285,power2,LC,All Age,322.9896315,0.00014268,0.631104107,8.710973814,-10283.51457,-10275.20442
286,power2,LC,All Age,215.2586969,0.000166899,0.667788356,8.33244927,-10320.0418,-10311.73165
287,power2,LC,All Age,125.7815522,0.000138985,0.746839037,6.420008157,-10225.45069,-10217.14054
288,power2,LC,All Age,80.36383617,0.000366262,0.69157448,8.190319409,-10374.12268,-10365.81253
289,power2,LC,All Age,45.14375389,8.87E-05,0.913642717,7.486795553,-10201.8202,-10193.51005
290,power2,LC,All Age,166.7110371,8.41E-05,0.771152206,7.483439337,-10287.06792,-10278.75777
291,power2,LC,All Age,315.4322712,6.35E-05,0.720970192,8.623239999,-10267.26372,-10258.95357
292,power2,LC,All Age,98.78819463,0.000320438,0.683298814,7.19736174,-10298.68963,-10290.37948
293,power2,LC,All Age,116.6807736,0.000227149,0.703137543,6.62971195,-10268.25448,-10259.94433
294,power2,LC,All Age,324.8850744,8.96E-05,0.680924775,8.582996269,-10226.17065,-10217.8605
295,power2,LC,All Age,72.78317714,0.000147722,0.805845827,6.356610924,-10164.47654,-10156.16639
296,power2,LC,All Age,187.7050481,5.77E-05,0.78689061,8.475971905,-10219.58425,-10211.2741
297,power2,LC,All Age,192.7988696,8.20E-05,0.74362578,8.089588602,-10238.50853,-10230.19838
298,power2,LC,All Age,234.5294503,9.06E-05,0.726861387,6.649670073,-10239.1424,-10230.83225
299,power2,LC,All Age,214.1473889,7.83E-05,0.751698793,8.187713347,-10222.17661,-10213.86646
300,power2,LC,All Age,99.9953219,0.000271851,0.706855165,7.098648842,-10140.17402,-10131.86387
301,power2,LC,All Age,58.68942409,0.000200501,0.800407587,5.806894132,-10256.72107,-10248.41092
302,power2,LC,All Age,111.6292403,0.000141249,0.752762857,7.098657983,-10193.59519,-10185.28504
303,power2,LC,All Age,278.5708724,0.000160059,0.642894265,7.87013906,-10172.4811,-10164.17095
304,power2,LC,All Age,92.96127981,0.0002582,0.714037985,7.301916661,-10333.53369,-10325.22354
305,power2,LC,All Age,43.26474203,0.000344058,0.789089967,7.939425128,-10290.06196,-10281.75181
306,power2,LC,All Age,108.2200481,0.000385283,0.64967424,7.841178124,-10108.81685,-10100.5067
307,power2,LC,All Age,161.2120728,7.82E-05,0.779124984,8.519206794,-10269.3891,-10261.07895
308,power2,LC,All Age,101.7489571,0.000273299,0.703471121,8.718801584,-10186.77543,-10178.46528
309,power2,LC,All Age,85.61818836,0.000433371,0.673730331,6.650145933,-10306.15477,-10297.84462
310,power2,LC,All Age,52.49870814,0.000256256,0.810156556,6.809194677,-10247.56818,-10239.25803
311,power2,LC,All Age,51.8041577,0.000440105,0.731054042,6.281120355,-10181.61762,-10173.30747
312,power2,LC,All Age,51.15914388,0.000376033,0.755565168,6.485203679,-10208.54263,-10200.23248
313,power2,LC,All Age,35.05486948,6.12E-06,1.263132896,6.858480551,-10158.0948,-10149.78465
314,power2,LC,All Age,59.14668963,0.00084035,0.648639136,7.680657889,-10166.73014,-10158.41999
315,power2,LC,All Age,72.42663868,0.000363032,0.712770527,7.426443877,-10320.5836,-10312.27345
316,power2,LC,All Age,62.28547272,7.99E-05,0.889515697,8.449646057,-10261.45533,-10253.14518
317,power2,LC,All Age,144.6555993,0.000149354,0.715816845,7.511866327,-10309.52888,-10301.21873
318,power2,LC,All Age,73.44238021,9.85E-05,0.84101825,8.506417892,-10297.25829,-10288.94814
319,power2,LC,All Age,51.37314618,0.000347157,0.766866816,7.026333424,-10267.83864,-10259.52849
320,power2,LC,All Age,93.05192433,0.000275382,0.711972383,5.961204559,-10157.93636,-10149.62621
321,power2,LC,All Age,218.9489526,0.000124974,0.700847967,7.183724171,-10289.71904,-10281.40889
322,power2,LC,All Age,123.0978887,0.000133512,0.7481305,7.617348996,-10244.37898,-10236.06883
323,power2,LC,All Age,87.28175651,0.000166239,0.775069102,8.283175881,-10261.62841,-10253.31826
324,power2,LC,All Age,121.2310339,0.000127862,0.749548836,7.286588378,-10254.79975,-10246.4896
325,power2,LC,All Age,258.9004441,7.56E-05,0.730912537,8.206055846,-10296.86347,-10288.55332
326,power2,LC,All Age,101.5919671,0.000205571,0.731044328,8.757293312,-10224.80523,-10216.49508
327,power2,LC,All Age,70.05406161,0.000127523,0.82486516,8.784423922,-10234.56592,-10226.25577
328,power2,LC,All Age,63.04065185,0.000133539,0.838752276,6.616315182,-10311.36869,-10303.05854
329,power2,LC,All Age,88.06136469,0.000238106,0.736120734,7.354447082,-10268.76618,-10260.45604
330,power2,LC,All Age,144.6642197,9.76E-05,0.764754003,6.188981787,-10158.32997,-10150.01982
331,power2,LC,All Age,619.7013142,3.53E-05,0.717242416,7.564985011,-10314.82237,-10306.51222
332,power2,LC,All Age,241.2008783,6.02E-05,0.760370984,6.162325777,-10261.9093,-10253.59915
333,power2,LC,All Age,66.48065257,0.000336763,0.725953104,7.721787719,-10253.8077,-10245.49755
334,power2,LC,All Age,66.51526727,0.000285537,0.756097524,8.055587238,-10252.79649,-10244.48634
335,power2,LC,All Age,129.2336142,0.000121791,0.753467312,8.028963782,-10236.1337,-10227.82355
336,power2,LC,All Age,92.74196462,0.000287912,0.702903807,6.653501082,-10255.62278,-10247.31263
337,power2,LC,All Age,425.5456586,4.77E-05,0.722436712,6.016725186,-10255.73393,-10247.42378
338,power2,LC,All Age,194.7317989,0.00020701,0.654750773,7.949562937,-10213.3978,-10205.08765
339,power2,LC,All Age,56.24332929,0.000301361,0.761361564,7.416851421,-10277.03777,-10268.72762
340,power2,LC,All Age,138.2718838,0.000221753,0.680755618,8.497123579,-10218.96919,-10210.65904
341,power2,LC,All Age,427.2417177,8.07E-05,0.670510577,8.779165075,-10176.57449,-10168.26434
342,power2,LC,All Age,601.8945942,5.92E-05,0.667573918,6.373298759,-10182.82046,-10174.51031
343,power2,LC,All Age,94.89346906,0.000145349,0.77888525,8.749768236,-10303.54336,-10295.23321
344,power2,LC,All Age,54.73500306,0.000282274,0.771564807,7.538172697,-10198.88792,-10190.57777
345,power2,LC,All Age,49.46675648,0.000494837,0.719884171,7.00915796,-10267.20165,-10258.8915
346,power2,LC,All Age,329.9648122,7.25E-05,0.711082554,6.337365751,-10246.40558,-10238.09543
347,power2,LC,All Age,293.7992746,7.13E-05,0.719934289,8.518823879,-10276.80552,-10268.49537
348,power2,LC,All Age,55.08547491,0.00019382,0.819106139,6.863482175,-10340.83299,-10332.52284
349,power2,LC,All Age,333.8675469,7.12E-05,0.701321851,7.027464533,-10240.77016,-10232.46001
350,power2,LC,All Age,451.1138752,7.47E-05,0.670234497,6.777074859,-10247.23283,-10238.92268
351,power2,LC,All Age,66.56881919,0.000190567,0.784832279,6.470107395,-10147.40379,-10139.09364
352,power2,LC,All Age,50.00160821,0.000102746,0.893903806,8.374865158,-10207.55835,-10199.2482
353,power2,LC,All Age,382.1959797,5.33E-05,0.715011667,6.234859188,-10272.89995,-10264.5898
354,power2,LC,All Age,120.9624949,8.49E-05,0.799922603,7.937482298,-10238.38512,-10230.07497
355,power2,LC,All Age,114.7569649,0.000219324,0.711206265,6.959787668,-10231.16522,-10222.85507
356,power2,LC,All Age,486.2939751,7.57E-05,0.65918208,5.977651092,-10253.96719,-10245.65704
357,power2,LC,All Age,64.09256285,0.000312823,0.740760359,6.584935946,-10226.50347,-10218.19332
358,power2,LC,All Age,207.3791231,0.000143102,0.679013595,8.18177327,-10317.91882,-10309.60867
359,power2,LC,All Age,192.6831466,0.000106033,0.722801414,6.02438713,-10321.57543,-10313.26528
360,power2,LC,All Age,39.25663874,0.000587713,0.751189515,8.06088893,-10283.36524,-10275.05509
361,power2,LC,All Age,49.27876624,0.000113636,0.886074745,8.560593674,-10211.76394,-10203.45379
362,power2,LC,All Age,131.1687504,9.71E-05,0.767835815,8.690463683,-10206.59603,-10198.28588
363,power2,LC,All Age,62.37898922,0.000159358,0.827636701,6.189166489,-10203.75248,-10195.44233
364,power2,LC,All Age,63.55738389,0.000127321,0.835212881,6.509552503,-10198.83424,-10190.52409
365,power2,LC,All Age,89.30307711,5.91E-05,0.874871572,7.642379182,-10199.56712,-10191.25697
366,power2,LC,All Age,270.1031204,9.39E-05,0.701711252,6.479608758,-10248.50038,-10240.19023
367,power2,LC,All Age,98.32774109,0.000183426,0.739467407,8.494175493,-10298.88818,-10290.57803
368,power2,LC,All Age,102.7300157,0.000243625,0.708380069,6.558927029,-10165.41174,-10157.10159
369,power2,LC,All Age,74.18037811,0.000263986,0.741201767,7.064074824,-10280.89522,-10272.58507
370,power2,LC,All Age,501.7163938,0.000102271,0.620189748,6.196275508,-10164.85468,-10156.54453
371,power2,LC,All Age,180.8014412,0.000128912,0.70785953,6.170119818,-10246.21254,-10237.90239
372,power2,LC,All Age,348.5463274,4.57E-05,0.75237408,8.306856056,-10263.71111,-10255.40096
373,power2,LC,All Age,215.8693385,8.63E-05,0.729824285,7.369430941,-10250.93865,-10242.6285
374,power2,LC,All Age,177.0008112,0.000191141,0.671410823,6.770821124,-10219.94598,-10211.63583
375,power2,LC,All Age,280.0195808,8.11E-05,0.716320237,5.813003147,-10152.87578,-10144.56563
376,power2,LC,All Age,98.17464604,0.000118001,0.780913409,7.503713707,-10205.04517,-10196.73502
377,power2,LC,All Age,247.8753038,2.57E-05,0.84032009,8.272392599,-10293.96785,-10285.6577
378,power2,LC,All Age,78.50189322,0.000275731,0.731117312,8.290874543,-10240.55996,-10232.24981
379,power2,LC,All Age,322.7424428,0.000105722,0.66906938,8.150402521,-10199.36167,-10191.05152
380,power2,LC,All Age,341.9901599,0.000132312,0.639684143,5.909551678,-10139.91991,-10131.60976
381,power2,LC,All Age,159.0405182,0.000186447,0.688082845,7.131826858,-10218.30932,-10209.99917
382,power2,LC,All Age,81.55246171,0.000104291,0.82248129,6.739855279,-10296.59731,-10288.28716
383,power2,LC,All Age,160.2438427,9.75E-05,0.760736002,6.605873968,-10215.06217,-10206.75202
384,power2,LC,All Age,450.1541391,6.56E-05,0.682063358,7.772600709,-10265.5343,-10257.22415
385,power2,LC,All Age,74.50851127,0.000246376,0.746214805,7.772540122,-10226.64976,-10218.33961
386,power2,LC,All Age,345.0669572,7.02E-05,0.703197018,7.849330658,-10247.30528,-10238.99513
387,power2,LC,All Age,126.2202931,0.000296466,0.66411549,8.238982981,-10169.23164,-10160.92149
388,power2,LC,All Age,66.09084928,0.000364198,0.72589196,8.144708578,-10323.80415,-10315.494
389,power2,LC,All Age,268.3853649,8.28E-05,0.713077462,7.75540164,-10345.88154,-10337.57139
390,power2,LC,All Age,749.6871841,3.26E-05,0.69977654,7.319591209,-10393.47488,-10385.16473
391,power2,LC,All Age,58.41893514,7.80E-05,0.908778607,8.633941587,-10272.96188,-10264.65173
392,power2,LC,All Age,60.95711454,0.00010896,0.868172476,7.900708674,-10224.41485,-10216.1047
393,power2,LC,All Age,55.53698846,0.000377362,0.748300569,6.557885956,-10203.946,-10195.63585
394,power2,LC,All Age,150.2852189,0.000177071,0.697548135,6.636890922,-10217.70253,-10209.39238
395,power2,LC,All Age,83.19764972,0.00014032,0.796413646,6.656688649,-10225.45074,-10217.14059
396,power2,LC,All Age,259.8232734,8.05E-05,0.720273803,8.500296624,-10324.81004,-10316.49989
397,power2,LC,All Age,46.34783535,0.000442675,0.7541749,7.110723092,-10224.7434,-10216.43325
398,power2,LC,All Age,197.4388172,5.00E-05,0.798243237,7.626962407,-10240.03981,-10231.72966
399,power2,LC,All Age,208.3769173,0.000101669,0.727122329,8.676537876,-10351.06811,-10342.75796
400,power2,LC,All Age,129.5746156,7.96E-05,0.795061658,8.322044346,-10197.96225,-10189.6521
401,power2,LC,All Age,84.70911631,0.000579004,0.647445974,6.764031672,-10145.49428,-10137.18413
402,power2,LC,All Age,225.2420285,7.85E-05,0.736650878,7.936329453,-10235.67331,-10227.36316
403,power2,LC,All Age,497.4486778,4.60E-05,0.70855088,6.708142819,-10348.36795,-10340.0578
404,power2,LC,All Age,442.5935932,9.02E-05,0.646234638,6.797616614,-10160.60053,-10152.29038
405,power2,LC,All Age,121.1970921,9.05E-05,0.800875114,7.573891672,-10229.30017,-10220.99002
406,power2,LC,All Age,218.5827755,0.000118678,0.69940481,6.991406451,-10296.63624,-10288.32609
407,power2,LC,All Age,134.1262931,0.000148156,0.736113663,6.806895275,-10255.87633,-10247.56618
408,power2,LC,All Age,335.9532164,8.00E-05,0.688790882,7.749769707,-10299.10735,-10290.7972
409,power2,LC,All Age,415.1581843,5.76E-05,0.703404777,6.574050573,-10235.76058,-10227.45043
410,power2,LC,All Age,58.28002364,0.000217,0.792092138,8.313167331,-10255.2102,-10246.90005
411,power2,LC,All Age,103.3900666,0.000379267,0.667724054,8.118915416,-10215.5749,-10207.26475
412,power2,LC,All Age,47.58841486,0.000132882,0.874507675,7.488760165,-10236.32903,-10228.01888
413,power2,LC,All Age,57.86223714,0.000256103,0.779111297,7.119138363,-10282.22169,-10273.91154
414,power2,LC,All Age,254.3359537,0.000127695,0.673444132,6.570420602,-10192.36264,-10184.05249
415,power2,LC,All Age,100.2952187,0.000138387,0.769408232,6.785911802,-10173.22259,-10164.91244
416,power2,LC,All Age,89.85799746,0.000362035,0.694434486,8.219502997,-10227.28416,-10218.97401
417,power2,LC,All Age,89.3844632,0.000165101,0.763728729,6.222023888,-10221.58132,-10213.27117
418,power2,LC,All Age,226.0776844,9.02E-05,0.716555038,8.088782543,-10215.63243,-10207.32228
419,power2,LC,All Age,286.5135894,0.000116805,0.679751408,6.041965802,-10217.8629,-10209.55275
420,power2,LC,All Age,53.54921408,0.000216373,0.801681353,6.99655159,-10270.68569,-10262.37554
421,power2,LC,All Age,434.5132915,7.81E-05,0.664294873,8.715318431,-10271.06696,-10262.75681
422,power2,LC,All Age,69.84855108,8.86E-05,0.867258584,5.92082754,-10180.8685,-10172.55835
423,power2,LC,All Age,149.5006114,0.000182134,0.699774788,8.222954926,-10308.89419,-10300.58404
424,power2,LC,All Age,133.9660837,0.000135612,0.731581452,6.951249161,-10275.6667,-10267.35655
425,power2,LC,All Age,168.0511919,9.87E-05,0.749334247,6.881726977,-10154.51208,-10146.20193
426,power2,LC,All Age,77.30560607,0.000165289,0.778128856,6.737517413,-10193.7267,-10185.41655
427,power2,LC,All Age,158.3896123,0.000330455,0.625427729,6.780879051,-10131.16679,-10122.85664
428,power2,LC,All Age,98.68324243,0.000167467,0.749719556,6.571106449,-10172.24511,-10163.93496
429,power2,LC,All Age,172.3047146,0.000116516,0.733189809,5.823922418,-10217.28447,-10208.97432
430,power2,LC,All Age,89.12923211,0.000234864,0.727046093,7.294584981,-10219.67287,-10211.36272
431,power2,LC,All Age,326.9685757,6.03E-05,0.727339964,6.209734721,-10222.77642,-10214.46627
432,power2,LC,All Age,47.78529696,0.00019393,0.837044206,6.703367775,-10214.57915,-10206.269
433,power2,LC,All Age,618.4400848,5.41E-05,0.66481353,8.389499684,-10288.2874,-10279.97725
434,power2,LC,All Age,52.31468112,0.000254058,0.787362303,7.460658349,-10309.42551,-10301.11536
435,power2,LC,All Age,65.44865366,0.000303059,0.737095085,6.7205444,-10211.72537,-10203.41522
436,power2,LC,All Age,64.16461289,0.000206959,0.781798117,8.776188406,-10282.56599,-10274.25584
437,power2,LC,All Age,225.1929027,0.000110592,0.70324358,5.933036128,-10264.04791,-10255.73776
438,power2,LC,All Age,93.91849732,0.000154691,0.771536713,6.902488461,-10229.87224,-10221.56209
439,power2,LC,All Age,143.9975296,0.000191496,0.696275866,8.295201173,-10254.94848,-10246.63833
440,power2,LC,All Age,283.6766803,0.000194885,0.628618294,7.570476345,-10148.36477,-10140.05462
441,power2,LC,All Age,81.15126458,4.12E-05,0.92374622,6.683294346,-10251.84915,-10243.539
442,power2,LC,All Age,80.13871293,0.000162087,0.781089976,8.079760997,-10232.87231,-10224.56216
443,power2,LC,All Age,89.34010625,0.000212414,0.733922196,7.211652709,-10238.60357,-10230.29342
444,power2,LC,All Age,60.23819482,0.000159186,0.815333355,6.172790143,-10144.79006,-10136.47991
445,power2,LC,All Age,68.72506595,0.0004069,0.703396512,6.175580603,-10282.23763,-10273.92748
446,power2,LC,All Age,169.1741623,0.000119181,0.726923063,8.738093855,-10248.43221,-10240.12206
447,power2,LC,All Age,276.9077434,7.12E-05,0.733450273,7.43218874,-10253.72605,-10245.41591
448,power2,LC,All Age,51.30854664,0.000353133,0.770529118,8.667943755,-10220.92992,-10212.61977
449,power2,LC,All Age,260.4046425,5.58E-05,0.758004964,6.72346384,-10182.7457,-10174.43555
450,power2,LC,All Age,81.30586427,0.000278675,0.731663846,6.881496945,-10249.59173,-10241.28158
451,power2,LC,All Age,85.13533417,0.000217784,0.745019684,7.181380453,-10253.39657,-10245.08642
452,power2,LC,All Age,89.95798065,0.000151136,0.784591778,8.17364461,-10216.04647,-10207.73632
453,power2,LC,All Age,177.9398339,0.000206559,0.66446545,7.926208531,-10272.48024,-10264.17009
454,power2,LC,All Age,113.4588213,0.000290518,0.67644511,7.597224022,-10325.01199,-10316.70184
455,power2,LC,All Age,140.7868569,0.000200216,0.7000006,6.719186384,-10243.80589,-10235.49574
456,power2,LC,All Age,86.9412558,0.000199035,0.751993087,5.954820565,-10161.3788,-10153.06865
457,power2,LC,All Age,93.05686194,0.000131989,0.786315434,6.275167397,-10292.0166,-10283.70645
458,power2,LC,All Age,79.4912288,0.000298455,0.720507295,6.883099349,-10279.70474,-10271.39459
459,power2,LC,All Age,32.54279575,9.69E-07,1.461522483,7.380945445,-10227.99808,-10219.68793
460,power2,LC,All Age,321.677128,6.71E-05,0.720158104,6.470642004,-10204.58105,-10196.2709
461,power2,LC,All Age,57.23085402,6.81E-05,0.913285633,8.694008437,-10214.4964,-10206.18625
462,power2,LC,All Age,234.5295079,9.18E-05,0.718599953,6.833873536,-10248.95602,-10240.64587
463,power2,LC,All Age,172.1516069,0.000159162,0.695925139,8.702460243,-10301.09752,-10292.78737
464,power2,LC,All Age,109.6234632,0.000132846,0.767328556,7.895882003,-10203.43367,-10195.12352
465,power2,LC,All Age,133.4392942,0.000147599,0.737133261,7.004617671,-10293.10021,-10284.79006
466,power2,LC,All Age,41.61700366,1.19E-05,1.140028828,8.368526757,-10205.60334,-10197.29319
467,power2,LC,All Age,104.968938,0.000274188,0.697344626,7.644197491,-10237.40379,-10229.09364
468,power2,LC,All Age,281.7023144,8.85E-05,0.701637027,7.205712714,-10215.95236,-10207.64221
469,power2,LC,All Age,327.2300371,7.61E-05,0.703713004,8.164202824,-10284.56258,-10276.25243
470,power2,LC,All Age,53.00771493,0.000140695,0.846297773,8.211927249,-10201.06373,-10192.75358
471,power2,LC,All Age,142.5045711,0.000138881,0.732702429,7.617833854,-10291.29907,-10282.98892
472,power2,LC,All Age,176.0055632,0.000143471,0.701929577,8.703443103,-10312.17974,-10303.86959
473,power2,LC,All Age,79.25782066,0.000153236,0.785768586,8.47176288,-10208.51239,-10200.20224
474,power2,LC,All Age,152.1056409,0.000242423,0.662106314,6.544199937,-10231.79507,-10223.48492
475,power2,LC,All Age,492.2877634,6.70E-05,0.677503441,8.677680759,-10330.22768,-10321.91753
476,power2,LC,All Age,66.27281653,0.000233445,0.777014494,8.527335921,-10313.84101,-10305.53086
477,power2,LC,All Age,54.06414201,0.000186097,0.817511672,7.81392352,-10211.00244,-10202.69229
478,power2,LC,All Age,100.6724221,0.000125575,0.786542924,5.893831094,-10226.59623,-10218.28608
479,power2,LC,All Age,139.9312137,8.75E-05,0.781552527,8.791762282,-10247.88757,-10239.57742
480,power2,LC,All Age,335.970344,5.31E-05,0.736667966,6.735600463,-10235.18686,-10226.87671
481,power2,LC,All Age,92.32736538,0.000268762,0.710506024,6.752998449,-10198.80144,-10190.49129
482,power2,LC,All Age,111.9708725,0.000102366,0.786525881,6.112770757,-10264.22045,-10255.9103
483,power2,LC,All Age,85.17760768,9.62E-05,0.818138129,6.283260102,-10172.80254,-10164.49239
484,power2,LC,All Age,260.4523439,9.58E-05,0.704799743,7.431823161,-10306.02457,-10297.71442
485,power2,LC,All Age,99.52988331,0.000164396,0.756531428,8.043981629,-10318.02082,-10309.71067
486,power2,LC,All Age,400.5167957,3.71E-05,0.752521007,5.83076537,-10239.29761,-10230.98746
487,power2,LC,All Age,99.25559099,0.0002728,0.701536247,6.201224354,-10187.89956,-10179.58941
488,power2,LC,All Age,96.59531661,0.000139044,0.775579296,7.979502717,-10199.15951,-10190.84936
489,power2,LC,All Age,57.78396189,0.000537562,0.693471246,6.19641943,-10245.86963,-10237.55948
490,power2,LC,All Age,95.18034008,0.00021644,0.73191958,7.412625017,-10259.69619,-10251.38604
491,power2,LC,All Age,72.70989669,0.000233371,0.755238795,8.476088945,-10245.99512,-10237.68497
492,power2,LC,All Age,57.43428907,0.000287214,0.767683104,7.997693453,-10232.21729,-10223.90714
493,power2,LC,All Age,142.1764845,0.000169482,0.710112893,6.571178789,-10266.04074,-10257.73059
494,power2,LC,All Age,133.2760365,0.000299893,0.662286415,7.387165825,-10228.72342,-10220.41327
495,power2,LC,All Age,48.34412143,0.000106374,0.895019413,6.350066484,-10184.45462,-10176.14447
496,power2,LC,All Age,131.3281957,0.000142752,0.732130568,8.520973459,-10226.45427,-10218.14412
497,power2,LC,All Age,573.1566253,4.03E-05,0.705941311,6.631080714,-10159.08722,-10150.77707
498,power2,LC,All Age,291.1851501,6.25E-05,0.740850199,7.732935163,-10235.91245,-10227.6023
499,power2,LC,All Age,119.4379682,0.000201535,0.710726333,7.600793189,-10277.26912,-10268.95897
500,power2,LC,All Age,132.2480128,0.000218199,0.695333158,8.060469187,-10286.23058,-10277.92043
501,power2,LC,All Age,485.9447612,3.33E-05,0.740408866,6.220664383,-10203.44114,-10195.13099
502,power2,LC,All Age,34.47523066,2.53E-06,1.348282166,8.098827851,-10193.49711,-10185.18696
503,power2,LC,All Age,130.2511916,0.000125276,0.749219699,8.681222206,-10301.89302,-10293.58287
504,power2,LC,All Age,103.297219,0.000203689,0.728390736,7.881461602,-10252.64846,-10244.33831
505,power2,LC,All Age,202.0362148,0.000113928,0.718523027,6.962769706,-10235.72844,-10227.41829
506,power2,LC,All Age,147.4374249,6.65E-05,0.804979171,6.819496409,-10231.89263,-10223.58248
507,power2,LC,All Age,71.88814419,0.000164902,0.796907092,6.723801266,-10257.73633,-10249.42618
508,power2,LC,All Age,118.5920619,8.48E-05,0.806966597,8.096045894,-10251.3903,-10243.08015
509,power2,LC,All Age,131.4726904,0.000136162,0.749292566,5.98302942,-10299.75066,-10291.44051
510,power2,LC,All Age,198.7033656,0.000168865,0.678549182,6.518722662,-10216.94287,-10208.63272
511,power2,LC,All Age,129.8216941,0.000139153,0.740826415,8.043084771,-10200.25265,-10191.9425
512,power2,LC,All Age,40.11787431,1.41E-05,1.132051787,8.567791998,-10155.12817,-10146.81802
513,power2,LC,All Age,87.22877576,0.000311625,0.704810845,7.841371563,-10248.45759,-10240.14744
514,power2,LC,All Age,91.95520288,0.000142959,0.780318067,8.766821709,-10270.44422,-10262.13407
515,power2,LC,All Age,63.93648499,0.00012645,0.838649253,7.344854345,-10175.66312,-10167.35297
516,power2,LC,All Age,69.08771458,0.000360549,0.726269985,6.645013891,-10286.32212,-10278.01197
517,power2,LC,All Age,117.1811224,0.000100468,0.787017138,7.928437793,-10220.44127,-10212.13112
518,power2,LC,All Age,184.6308367,8.19E-05,0.757154557,7.746864329,-10263.93466,-10255.62451
519,power2,LC,All Age,114.7131105,0.000264301,0.689329276,6.509802936,-10291.08898,-10282.77883
520,power2,LC,All Age,254.8395409,8.68E-05,0.718646925,6.403056334,-10216.39245,-10208.0823
521,power2,LC,All Age,83.06132629,0.000212642,0.746631324,7.272608719,-10201.54107,-10193.23092
522,power2,LC,All Age,80.16725881,0.000269196,0.729852075,8.265929686,-10246.30507,-10237.99492
523,power2,LC,All Age,139.9717085,0.000114116,0.753723911,6.590047542,-10272.3499,-10264.03975
524,power2,LC,All Age,43.4159345,0.00021352,0.833036743,5.818022853,-10188.70713,-10180.39698
525,power2,LC,All Age,67.00672592,0.000136013,0.827504308,8.071078963,-10213.46315,-10205.153
526,power2,LC,All Age,82.07867548,9.84E-05,0.833073395,8.794910589,-10252.96073,-10244.65058
527,power2,LC,All Age,77.86161897,0.000234244,0.743890647,8.503201853,-10312.37342,-10304.06327
528,power2,LC,All Age,117.8918923,0.000132206,0.757014095,8.166421061,-10248.8063,-10240.49615
529,power2,LC,All Age,153.734994,0.000252609,0.665110045,6.923198217,-10138.87593,-10130.56578
530,power2,LC,All Age,177.9683443,0.000166345,0.690315994,6.245974234,-10288.08574,-10279.77559
531,power2,LC,All Age,464.4422109,8.57E-05,0.649787291,5.814878487,-10205.92844,-10197.61829
532,power2,LC,All Age,294.164015,0.000146964,0.642556003,7.613746306,-10209.58169,-10201.27154
533,power2,LC,All Age,102.9878079,0.000146033,0.761483822,7.894304694,-10299.22375,-10290.9136
534,power2,LC,All Age,263.1843577,9.39E-05,0.703650833,6.859188412,-10253.74301,-10245.43286
535,power2,LC,All Age,276.8155329,8.18E-05,0.712397047,6.595880138,-10205.25713,-10196.94698
536,power2,LC,All Age,439.4299471,6.39E-05,0.691559616,7.561431774,-10274.36826,-10266.05811
537,power2,LC,All Age,76.95449905,0.000150436,0.80322377,8.365712963,-10212.73287,-10204.42272
538,power2,LC,All Age,308.7098692,6.99E-05,0.717106868,6.188760751,-10325.66044,-10317.35029
539,power2,LC,All Age,60.80300418,0.00028118,0.763803843,7.943192203,-10352.92069,-10344.61054
540,power2,LC,All Age,116.6981906,0.000260109,0.691657851,8.416021734,-10259.5895,-10251.27935
541,power2,LC,All Age,129.3152079,0.000185139,0.716312349,6.483651163,-10372.26399,-10363.95384
542,power2,LC,All Age,53.70632097,9.51E-05,0.886837623,6.65185885,-10191.94664,-10183.63649
543,power2,LC,All Age,68.28146411,0.000199159,0.7824497,6.715639429,-10232.50998,-10224.19983
544,power2,LC,All Age,160.2034306,0.000137442,0.719260582,6.606025658,-10340.11518,-10331.80503
545,power2,LC,All Age,34.47521303,4.24E-06,1.291552431,8.302747629,-10179.41612,-10171.10597
546,power2,LC,All Age,94.35394837,0.000317595,0.695333363,6.212615511,-10255.23676,-10246.92661
547,power2,LC,All Age,193.187526,6.19E-05,0.775028483,7.919209467,-10295.58536,-10287.27521
548,power2,LC,All Age,326.0009646,8.63E-05,0.684783138,5.985274044,-10316.82858,-10308.51843
549,power2,LC,All Age,58.22939266,0.000167285,0.825222703,6.650668786,-10195.27707,-10186.96692
550,power2,LC,All Age,84.54014764,0.000282032,0.719851725,6.194700782,-10224.97636,-10216.66621
551,power2,LC,All Age,505.7221973,8.12E-05,0.65133072,6.711406639,-10255.79576,-10247.48561
